# Version 1.00
#
freq[Hz];db:Trc1_S21;ang:Trc1_S21;db:Mem2[Trc1]_S21;ang:Mem2[Trc1]_S21;db:Mem3[Trc1]_S21;ang:Mem3[Trc1]_S21;db:Mem4[Trc1]_S21;ang:Mem4[Trc1]_S21;db:Mem5[Trc1]_S21;ang:Mem5[Trc1]_S21;db:Mem6[Trc1]_S21;ang:Mem6[Trc1]_S21;db:Mem7[Trc1]_S21;ang:Mem7[Trc1]_S21;db:Mem8[Trc1]_S21;ang:Mem8[Trc1]_S21;db:Mem9[Trc1]_S21;ang:Mem9[Trc1]_S21;db:Mem10[Trc1]_S21;ang:Mem10[Trc1]_S21;db:Mem11[Trc1]_S21;ang:Mem11[Trc1]_S21;db:Mem12[Trc1]_S21;ang:Mem12[Trc1]_S21;db:Mem13[Trc1]_S21;ang:Mem13[Trc1]_S21;db:Mem14[Trc1]_S21;ang:Mem14[Trc1]_S21;db:Mem15[Trc1]_S21;ang:Mem15[Trc1]_S21;db:Mem16[Trc1]_S21;ang:Mem16[Trc1]_S21;db:Mem17[Trc1]_S21;ang:Mem17[Trc1]_S21;db:Mem18[Trc1]_S21;ang:Mem18[Trc1]_S21;db:Mem19[Trc1]_S21;ang:Mem19[Trc1]_S21;db:Mem20[Trc1]_S21;ang:Mem20[Trc1]_S21;db:Mem21[Trc1]_S21;ang:Mem21[Trc1]_S21;db:Mem22[Trc1]_S21;ang:Mem22[Trc1]_S21;db:Mem23[Trc1]_S21;ang:Mem23[Trc1]_S21;db:Mem24[Trc1]_S21;ang:Mem24[Trc1]_S21;db:Mem25[Trc1]_S21;ang:Mem25[Trc1]_S21;db:Mem26[Trc1]_S21;ang:Mem26[Trc1]_S21;db:Mem27[Trc1]_S21;ang:Mem27[Trc1]_S21;db:Mem28[Trc1]_S21;ang:Mem28[Trc1]_S21;db:Mem29[Trc1]_S21;ang:Mem29[Trc1]_S21;db:Mem30[Trc1]_S21;ang:Mem30[Trc1]_S21;db:Mem31[Trc1]_S21;ang:Mem31[Trc1]_S21;db:Mem32[Trc1]_S21;ang:Mem32[Trc1]_S21;db:Mem33[Trc1]_S21;ang:Mem33[Trc1]_S21;db:Mem34[Trc1]_S21;ang:Mem34[Trc1]_S21;db:Mem35[Trc1]_S21;ang:Mem35[Trc1]_S21;db:Mem36[Trc1]_S21;ang:Mem36[Trc1]_S21;db:Mem37[Trc1]_S21;ang:Mem37[Trc1]_S21;db:Mem38[Trc1]_S21;ang:Mem38[Trc1]_S21;
5,800000000000000E+07;-1,473045175563347E+01;-1,301253704219696E+02;-1,797256436210058E+01;-1,259189932008191E+02;-1,725969439853324E+01;-1,262305757488569E+02;-1,660335788907811E+01;-1,262251799090675E+02;-1,619342633812134E+01;-1,265440331615382E+02;-1,584159771890050E+01;-1,271235700266670E+02;-1,552695597587878E+01;-1,277162248832758E+02;-1,524672904902235E+01;-1,279269726293882E+02;-1,505417093166913E+01;-1,291480464465712E+02;-1,483294403218687E+01;-1,292169110649443E+02;-1,464218136838250E+01;-1,304022837179493E+02;-1,454635720916661E+01;-1,309957694439211E+02;-1,449663997143691E+01;-1,318054714238335E+02;-1,449421076686553E+01;-1,329968974928674E+02;-1,447040486605671E+01;-1,343140632945993E+02;-1,458598663348241E+01;-1,354406212807150E+02;-1,464897360619459E+01;-1,365008104215524E+02;-1,481298466226842E+01;-1,383753049608338E+02;-1,499276613729302E+01;-1,398405551350064E+02;-1,517921701040111E+01;-1,415554485928605E+02;-1,550545635481605E+01;-1,438706044986938E+02;-1,576667165020613E+01;-1,466217438768995E+02;-1,599317708824969E+01;-1,495644867092628E+02;-1,634638321299675E+01;-1,527451899423938E+02;-1,662920125007582E+01;-1,561424867461641E+02;-1,707164955291554E+01;-1,601449602964783E+02;-1,734400377434196E+01;-1,644577243016628E+02;-1,763768530904401E+01;-1,690585261599488E+02;-1,809036485800937E+01;-1,734373182299459E+02;-1,857349433237752E+01;-1,783702041765317E+02;-1,883801865325649E+01;1,764524824533939E+02;-1,916576528240040E+01;1,712631776814790E+02;-1,970019366590000E+01;1,666333792390881E+02;-2,008189457829988E+01;1,607291219464310E+02;-2,048023503919999E+01;1,562178603639166E+02;-2,090845084307459E+01;1,492425516932347E+02;-2,115350649802372E+01;1,452169651048896E+02;-2,126468222161980E+01;1,419467378673987E+02;
6,000000000000000E+07;-1,415565940168129E+01;-1,490597848798115E+02;-1,708425133280813E+01;-1,462589602253288E+02;-1,640563451728215E+01;-1,467881832589650E+02;-1,584211996436543E+01;-1,464650809887969E+02;-1,546419287142606E+01;-1,468340396859542E+02;-1,508055314956249E+01;-1,473717874285945E+02;-1,482852938118748E+01;-1,478341648584570E+02;-1,456658699370226E+01;-1,477043041420234E+02;-1,448027528936807E+01;-1,482181582427026E+02;-1,421389385497337E+01;-1,488645752581841E+02;-1,405408559615489E+01;-1,495293367884393E+02;-1,405894029036897E+01;-1,500976505819492E+02;-1,395899588081888E+01;-1,507225921468227E+02;-1,401525420170971E+01;-1,520157496596904E+02;-1,398197029812072E+01;-1,529164937712704E+02;-1,405544680604912E+01;-1,545010790174109E+02;-1,423505239886905E+01;-1,556292128750881E+02;-1,443971173020614E+01;-1,571164392866941E+02;-1,458696793599242E+01;-1,588376893960082E+02;-1,487415697208969E+01;-1,612187176851230E+02;-1,515132307032022E+01;-1,637613037115907E+02;-1,541377313788250E+01;-1,664125111742470E+02;-1,570868156425558E+01;-1,700822830972669E+02;-1,611355511734946E+01;-1,736402779025489E+02;-1,645152856805719E+01;-1,778743095975508E+02;-1,670369565900565E+01;1,787349969074388E+02;-1,711529045926546E+01;1,746324630260076E+02;-1,749876077860826E+01;1,692593129561826E+02;-1,797994778484845E+01;1,644242135525952E+02;-1,843079403797085E+01;1,595076027426249E+02;-1,881705923629760E+01;1,543796599065467E+02;-1,921633914021907E+01;1,485520326676390E+02;-1,957132185389963E+01;1,440801019104645E+02;-2,008970254961082E+01;1,382023049639673E+02;-2,042527639118406E+01;1,327842675978775E+02;-2,087238647702596E+01;1,266892985086465E+02;-2,098107884002487E+01;1,225653425585980E+02;-2,108119104665825E+01;1,191978508859619E+02;
6,200000000000000E+07;-1,381840888331880E+01;-1,707547938217901E+02;-1,655996835071752E+01;-1,694003138061067E+02;-1,594578397030236E+01;-1,701569442797840E+02;-1,539841714361811E+01;-1,699250506848577E+02;-1,499022909254448E+01;-1,698595464194460E+02;-1,472905925841143E+01;-1,693204736944049E+02;-1,438167803974337E+01;-1,703974744499067E+02;-1,417283131096625E+01;-1,696776717880789E+02;-1,412079447117545E+01;-1,703424562080200E+02;-1,383042678282695E+01;-1,700043863163115E+02;-1,378326168083666E+01;-1,707914667035328E+02;-1,367965931846236E+01;-1,711829657952834E+02;-1,369633538781486E+01;-1,725512585735974E+02;-1,372685677675575E+01;-1,730690537140752E+02;-1,378400659895682E+01;-1,740748586753531E+02;-1,385072634070824E+01;-1,750992733829402E+02;-1,398827104337624E+01;-1,771176016360839E+02;-1,419669677705683E+01;-1,786342844915158E+02;-1,449408386787378E+01;1,793244113191448E+02;-1,468647296295063E+01;1,771626946201679E+02;-1,489995006451025E+01;1,745041668700341E+02;-1,530651013713036E+01;1,715948963929559E+02;-1,562509331854118E+01;1,678137980459961E+02;-1,606127599025012E+01;1,639248515944436E+02;-1,642638383718633E+01;1,595731572799644E+02;-1,677135929394267E+01;1,558924809305329E+02;-1,701442116670792E+01;1,509168142577519E+02;-1,771130347167658E+01;1,460878847037988E+02;-1,824659736113693E+01;1,407032491174922E+02;-1,863763749733405E+01;1,365144772438416E+02;-1,895318155455214E+01;1,304212040289076E+02;-1,932978363681198E+01;1,255479752951576E+02;-1,978741662746100E+01;1,194121944572152E+02;-2,021160066720794E+01;1,144138667078104E+02;-2,075933875200361E+01;1,086984515331993E+02;-2,117412337407826E+01;1,026856754140364E+02;-2,142713065213416E+01;9,777876437869047E+01;-2,143402805681892E+01;9,375044069019211E+01;
6,400000000000000E+07;-1,365379235781962E+01;1,702165941144595E+02;-1,613733191396059E+01;1,701924309987957E+02;-1,554874779646665E+01;1,697071847474280E+02;-1,505014667335057E+01;1,697618949355100E+02;-1,463415408573167E+01;1,700507439761605E+02;-1,435350261157702E+01;1,702524157210863E+02;-1,411620041100901E+01;1,705030343994307E+02;-1,390796124153954E+01;1,710147358647080E+02;-1,384924177981482E+01;1,711130827059385E+02;-1,360395135601526E+01;1,703495168504077E+02;-1,359774242798844E+01;1,701747557541204E+02;-1,351899622673720E+01;1,699352997145469E+02;-1,354989666932261E+01;1,692686359181836E+02;-1,361037254306577E+01;1,682241482924390E+02;-1,369949424902566E+01;1,671834570534047E+02;-1,383505118228498E+01;1,657011393330205E+02;-1,405385419878267E+01;1,647946313608297E+02;-1,419606874538813E+01;1,628809424664377E+02;-1,444391676902455E+01;1,601272964875613E+02;-1,475095896298339E+01;1,576266171813499E+02;-1,505551235949376E+01;1,549953902645670E+02;-1,544454762605517E+01;1,518005662964463E+02;-1,581065571846747E+01;1,485676427927939E+02;-1,614546406283561E+01;1,442121260624999E+02;-1,666639386192390E+01;1,389168361113543E+02;-1,705141861178493E+01;1,354357195424961E+02;-1,749834136861000E+01;1,304644164381494E+02;-1,795108210477922E+01;1,254080354033047E+02;-1,852833034313755E+01;1,202572064650318E+02;-1,894768549430328E+01;1,148706522786084E+02;-1,937716525077389E+01;1,102902399486029E+02;-1,971020322085429E+01;1,057025057428883E+02;-2,023349000749997E+01;9,936653315502031E+01;-2,074181545181132E+01;9,378192474195525E+01;-2,104298484990347E+01;8,794017450619836E+01;-2,138891618982521E+01;8,174155128585225E+01;-2,159478518829606E+01;7,715608199079099E+01;-2,178297215619217E+01;7,324356573518564E+01;
6,600000000000000E+07;-1,323327597639903E+01;1,504417052263627E+02;-1,543288783517661E+01;1,488063512979065E+02;-1,487468054573034E+01;1,482494703839758E+02;-1,444221877386235E+01;1,483030187375386E+02;-1,407868639510732E+01;1,490039938318368E+02;-1,383411993781769E+01;1,491955281454224E+02;-1,364983174918670E+01;1,495193751263210E+02;-1,336187073270158E+01;1,502864137730791E+02;-1,337805087679756E+01;1,503847001495365E+02;-1,319002057838912E+01;1,504201187467259E+02;-1,315833027170792E+01;1,503670236915354E+02;-1,315696284035419E+01;1,498690771239458E+02;-1,320281251725013E+01;1,497852206332688E+02;-1,328706354007512E+01;1,492601014743090E+02;-1,341336482935111E+01;1,481144866198716E+02;-1,352013480434593E+01;1,466981906169442E+02;-1,366802259637445E+01;1,451873399096964E+02;-1,388767328726544E+01;1,428797471889793E+02;-1,422121049291399E+01;1,407114996239066E+02;-1,449212542999314E+01;1,380847065207464E+02;-1,484117696130542E+01;1,352056455729561E+02;-1,523554068903839E+01;1,311721668472967E+02;-1,564478838033373E+01;1,279070381400759E+02;-1,602351425762891E+01;1,235335051397991E+02;-1,656565505001274E+01;1,189278411769669E+02;-1,688900629040619E+01;1,142793193250335E+02;-1,742143132078207E+01;1,090901814738628E+02;-1,790130024381746E+01;1,043787467925784E+02;-1,854336886382505E+01;9,941563687127822E+01;-1,906199225833474E+01;9,572100767307238E+01;-1,936121447013199E+01;8,965687071948182E+01;-1,986086304193702E+01;8,440166041205728E+01;-2,025505873422787E+01;7,874215093075324E+01;-2,066728364395911E+01;7,288946336540556E+01;-2,089670420169102E+01;6,800116495032040E+01;-2,136049167609861E+01;5,972810146826153E+01;-2,156392952510601E+01;5,524219964596849E+01;-2,190997861044222E+01;5,085536319832559E+01;
6,800000000000000E+07;-1,318653160958069E+01;1,297039471543004E+02;-1,520716846500146E+01;1,256507295443850E+02;-1,472538747037229E+01;1,254501136992481E+02;-1,426829376024886E+01;1,260979830176625E+02;-1,394649798873117E+01;1,264688635090103E+02;-1,368572246810436E+01;1,270583185123628E+02;-1,353804164135461E+01;1,278756333375410E+02;-1,324206880140887E+01;1,287682932944755E+02;-1,340037852961463E+01;1,290684376427421E+02;-1,310712752903347E+01;1,288380890996298E+02;-1,318020992595491E+01;1,292199847731200E+02;-1,317620145425179E+01;1,292254244934911E+02;-1,316782776816604E+01;1,286123422017746E+02;-1,337545726180681E+01;1,281498108730879E+02;-1,340759706066951E+01;1,273267378810296E+02;-1,359558339092379E+01;1,263415463558446E+02;-1,376252053493803E+01;1,245568743263679E+02;-1,404111302642009E+01;1,220808915286342E+02;-1,439228337502811E+01;1,200251411820963E+02;-1,475612835004108E+01;1,167545101740980E+02;-1,512980249389022E+01;1,138518528908000E+02;-1,552826286846017E+01;1,106835543723426E+02;-1,592448079226584E+01;1,067957625705462E+02;-1,646162283815154E+01;1,021384896997982E+02;-1,701995422401605E+01;9,750122662619997E+01;-1,738250570748935E+01;9,321670462273521E+01;-1,783310870796763E+01;8,773036053830801E+01;-1,842930705731728E+01;8,365666660354289E+01;-1,907842270630029E+01;7,883396356254089E+01;-1,962933404156982E+01;7,365759959007281E+01;-1,999580045362679E+01;6,908688376007738E+01;-2,043088226012500E+01;6,276477857525308E+01;-2,082252997162308E+01;5,609317035818874E+01;-2,127417018989980E+01;5,095450501688239E+01;-2,173919935465119E+01;4,531370960112898E+01;-2,191032192412900E+01;3,689132659210241E+01;-2,216614137851032E+01;3,204481301059818E+01;-2,245498975698655E+01;2,797766877693861E+01;
7,000000000000000E+07;-1,320316823008304E+01;1,113264607007242E+02;-1,517338551500432E+01;1,061387804944134E+02;-1,465020052214575E+01;1,060247185798756E+02;-1,424158386268479E+01;1,068212493407667E+02;-1,393498056405834E+01;1,068895444386857E+02;-1,365332360902098E+01;1,079836779125495E+02;-1,350554434272658E+01;1,089669483768534E+02;-1,331449392122123E+01;1,095934213784868E+02;-1,336933337409847E+01;1,106904047267889E+02;-1,325665919951215E+01;1,103437258895924E+02;-1,326795341823091E+01;1,111885167858641E+02;-1,332117499075776E+01;1,108722583935018E+02;-1,336271981904139E+01;1,108962920715662E+02;-1,355212907669339E+01;1,107052762542585E+02;-1,365915966355577E+01;1,095996568664188E+02;-1,388098809128729E+01;1,079589992997021E+02;-1,413135955072481E+01;1,070454310105637E+02;-1,439373183974026E+01;1,042478544665131E+02;-1,473824560120594E+01;1,025339628371638E+02;-1,504780248052913E+01;9,912164634651297E+01;-1,552889728305543E+01;9,607686760755556E+01;-1,602749886808036E+01;9,266874948229848E+01;-1,645254430623254E+01;8,894831678553332E+01;-1,696221699889015E+01;8,449702380521141E+01;-1,753889590014938E+01;7,953475339415947E+01;-1,793409682293819E+01;7,491845149144304E+01;-1,851444189174078E+01;7,021417695214038E+01;-1,898452051975079E+01;6,550717355017660E+01;-1,970284448952060E+01;6,170296315723154E+01;-2,021876084154123E+01;5,638908934674358E+01;-2,058450899106613E+01;5,109385700292781E+01;-2,091150227096272E+01;4,581847325412341E+01;-2,138558543275612E+01;3,895930799785495E+01;-2,190905044398968E+01;3,275835406621238E+01;-2,227916191390904E+01;2,654641702312421E+01;-2,257540515727674E+01;1,912500640410402E+01;-2,289269202657330E+01;1,490616820622352E+01;-2,324587866252816E+01;1,026506858960285E+01;
7,200000000000000E+07;-1,280889858240397E+01;9,468946838612089E+01;-1,446054854880025E+01;8,579540638029577E+01;-1,404212523811979E+01;8,618971390961346E+01;-1,361908572354466E+01;8,733005408541180E+01;-1,331485012262658E+01;8,865240987240256E+01;-1,322788535619006E+01;8,869184880922721E+01;-1,299152545399372E+01;9,059069654929070E+01;-1,294891622700383E+01;9,068267878483852E+01;-1,287747762101972E+01;9,351122144671437E+01;-1,299103769064724E+01;9,208468269570047E+01;-1,290916379014531E+01;9,444949898762586E+01;-1,306929105116973E+01;9,272830877886744E+01;-1,321338980918681E+01;9,264815769709715E+01;-1,338906528925486E+01;9,266904321838203E+01;-1,337178075412348E+01;9,396005187594075E+01;-1,346276172918905E+01;9,224119270730159E+01;-1,386150975379775E+01;9,072049437227619E+01;-1,406121039495729E+01;8,592379484239983E+01;-1,428574718569310E+01;8,534092825401355E+01;-1,499312054732385E+01;8,367034612047119E+01;-1,515196703938160E+01;7,803447133226950E+01;-1,566629131718869E+01;7,397684466805738E+01;-1,618465419977818E+01;7,335140930751342E+01;-1,687876549949258E+01;6,935350730834263E+01;-1,777465982006103E+01;6,187404124106340E+01;-1,836216318908107E+01;5,859301589178963E+01;-1,846212415467682E+01;5,056708567404607E+01;-1,869654238253527E+01;4,677504788213146E+01;-1,920654887863208E+01;4,458345573340284E+01;-2,052835704902484E+01;3,920734316208988E+01;-2,045428051451289E+01;3,165003037795007E+01;-2,077316417408467E+01;2,522551372115601E+01;-2,120109288072589E+01;2,556320468174287E+01;-2,165976249581689E+01;1,405940020583898E+01;-2,255059872948516E+01;1,064946321856912E+01;-2,293636495609728E+01;2,244575649145661E+00;-2,259996544354628E+01;-4,280206298613008E+00;-2,307082010961890E+01;-8,472557281274499E+00;
7,400000000000000E+07;-1,252940349930206E+01;7,263536984775445E+01;-1,411485711210630E+01;6,324911939165943E+01;-1,372378384101798E+01;6,344035390578382E+01;-1,330015019211885E+01;6,480499731287408E+01;-1,300986962338759E+01;6,535052352094837E+01;-1,292222263172683E+01;6,685105920714430E+01;-1,276529846802210E+01;6,867313169870046E+01;-1,264107340055173E+01;6,885959084348872E+01;-1,267538806508769E+01;7,198163090838457E+01;-1,272723507311477E+01;7,064475442693201E+01;-1,270391619249479E+01;7,218232444611105E+01;-1,283219829923579E+01;7,275953487175025E+01;-1,279317734869094E+01;7,302853722926929E+01;-1,308691590434059E+01;7,308186519917641E+01;-1,324320329278750E+01;7,293337428549073E+01;-1,351556531424999E+01;7,006749062648890E+01;-1,378130654994188E+01;6,950854851546046E+01;-1,422676268397292E+01;6,716159960062349E+01;-1,440508453459967E+01;6,458651188809553E+01;-1,496125639065000E+01;6,091050174005908E+01;-1,551484427506710E+01;5,785369737163630E+01;-1,595471761491408E+01;5,585219327675047E+01;-1,661526307163334E+01;5,075632941725633E+01;-1,706221878986241E+01;4,654443177098642E+01;-1,757818144839848E+01;4,375146495928301E+01;-1,838558297843508E+01;3,845754038630167E+01;-1,881167041879195E+01;3,373219494354344E+01;-1,917877346422873E+01;2,840288341826393E+01;-2,000803109522525E+01;2,684019402923882E+01;-2,046882760616183E+01;2,320057107793419E+01;-2,054875952240129E+01;1,574434610209103E+01;-2,090592183854515E+01;9,645982106675177E+00;-2,136961538133121E+01;2,970794911633334E+00;-2,194651106892488E+01;-2,064773912206523E-01;-2,213809698334540E+01;-8,748967927414633E+00;-2,277095459712101E+01;-1,714375285378124E+01;-2,309827015236620E+01;-2,199341577952149E+01;-2,288080202589910E+01;-2,636665273704524E+01;
7,600000000000000E+07;-1,287490315122801E+01;5,232807601892841E+01;-1,417182312000273E+01;4,196821713617382E+01;-1,385749790441877E+01;4,328952934902104E+01;-1,346062429986774E+01;4,359773296468957E+01;-1,329995924416042E+01;4,526027090361539E+01;-1,307032487490933E+01;4,601510772893936E+01;-1,302768288890677E+01;4,848027994406706E+01;-1,283740705240036E+01;4,883997767589348E+01;-1,296727683501902E+01;5,151138285476887E+01;-1,297029378454274E+01;5,096528404524615E+01;-1,302828866301269E+01;5,250941017347962E+01;-1,313936093585106E+01;5,297117976107826E+01;-1,323980598838119E+01;5,365244388528132E+01;-1,341500611664375E+01;5,332227672211013E+01;-1,365056726253077E+01;5,315754087098808E+01;-1,401539431905199E+01;5,157876155268467E+01;-1,432821407508747E+01;4,999651740221356E+01;-1,473625555285071E+01;4,783870148404696E+01;-1,522509968378304E+01;4,592253415083567E+01;-1,570842165867792E+01;4,340170338373119E+01;-1,615337081642890E+01;4,008171734935106E+01;-1,668350165316581E+01;3,734330164671376E+01;-1,723701757037529E+01;3,433197065446495E+01;-1,777193823456450E+01;2,991235281098532E+01;-1,846819727973528E+01;2,601148944246600E+01;-1,889807125578241E+01;2,116315749868976E+01;-1,945306267915837E+01;1,657972366421414E+01;-1,997364210084904E+01;1,275741575211983E+01;-2,043404745347642E+01;8,624022288436256E+00;-2,092850871999545E+01;5,717558972078416E+00;-2,108611969169052E+01;-2,135235917854658E+00;-2,156332769009392E+01;-7,598398364023271E+00;-2,192390980914589E+01;-1,423163759259443E+01;-2,216989887644278E+01;-2,018390661201857E+01;-2,262148064146314E+01;-2,535590431565473E+01;-2,289245972880467E+01;-3,522910444119915E+01;-2,315407370058725E+01;-4,019656393444452E+01;-2,348539736746268E+01;-4,400369731771115E+01;
7,800000000000000E+07;-1,280147407930680E+01;3,557613264816486E+01;-1,404515163402164E+01;2,292393137525119E+01;-1,376648593581403E+01;2,564915963972851E+01;-1,355597045133235E+01;2,532797678794248E+01;-1,296126453079328E+01;2,641045682317852E+01;-1,313037856286052E+01;2,857562348483603E+01;-1,310356130749442E+01;3,070530399680456E+01;-1,282108364050432E+01;3,012158236758871E+01;-1,284885959675414E+01;3,280822506371906E+01;-1,304284127047804E+01;3,498910389783540E+01;-1,327218705704317E+01;3,629782657705346E+01;-1,327524142827116E+01;3,685284513078675E+01;-1,342342516834270E+01;3,544001337503141E+01;-1,355932905476338E+01;3,793102414157224E+01;-1,389301761155126E+01;3,649516240627056E+01;-1,424859039274607E+01;3,653859550425240E+01;-1,468046847487759E+01;3,389713080741507E+01;-1,530839487571529E+01;3,177242542312279E+01;-1,547403150102212E+01;3,174722646464243E+01;-1,606300008579797E+01;2,898372056065501E+01;-1,656584247049851E+01;2,505958568933210E+01;-1,684440499283654E+01;2,251862286881268E+01;-1,741313480040250E+01;2,012151600134631E+01;-1,822914152787859E+01;1,677266539333045E+01;-1,869025407264368E+01;1,235459589820370E+01;-1,931427901577405E+01;5,664085229225466E+00;-1,990334344457944E+01;3,429940542498355E+00;-2,015244334056547E+01;-2,159462727208187E+00;-2,034711188162366E+01;-4,701167365573597E+00;-2,090312930306604E+01;-7,587588851466607E+00;-2,128078691916533E+01;-1,411328031411449E+01;-2,196976220751167E+01;-1,940081086510600E+01;-2,189180364935086E+01;-2,771220751934871E+01;-2,237468557501322E+01;-3,328074286847373E+01;-2,264536777957728E+01;-3,955836918561523E+01;-2,319226925822285E+01;-4,838211144090334E+01;-2,334984546686865E+01;-5,424398793863022E+01;-2,336573112509199E+01;-5,740182877737476E+01;
8,000000000000000E+07;-1,276570924315598E+01;1,594888127592708E+01;-1,350270962293814E+01;2,602734479798433E+00;-1,327052833551727E+01;3,781024016717392E+00;-1,307282690463071E+01;5,384310434338430E+00;-1,291425533172210E+01;6,490970885616886E+00;-1,280846564718689E+01;8,181217270904973E+00;-1,270007972282953E+01;1,082333968876659E+01;-1,266082076207645E+01;1,129528993570135E+01;-1,276877523852056E+01;1,480648846963385E+01;-1,294894946566228E+01;1,486758047846790E+01;-1,294107549005186E+01;1,710705761655185E+01;-1,313436702377210E+01;1,794313371110344E+01;-1,331439551311083E+01;1,849867180643611E+01;-1,350086547707028E+01;1,869038579670978E+01;-1,377747840075900E+01;1,890611511737402E+01;-1,417706278767553E+01;1,806808230259632E+01;-1,466869001605784E+01;1,705307710131932E+01;-1,509183024373972E+01;1,535254644419437E+01;-1,549111065253905E+01;1,401138367720889E+01;-1,609937050014643E+01;1,173447832331170E+01;-1,667832681325512E+01;9,787498381887483E+00;-1,708470498556279E+01;7,125661294549244E+00;-1,750824343370508E+01;3,919586435792723E+00;-1,818836669679478E+01;5,022053400268817E-01;-1,864946693118981E+01;-2,715633577285885E+00;-1,925544497038236E+01;-7,624906096491025E+00;-1,975342966573663E+01;-1,176690281041248E+01;-2,000132897614843E+01;-1,516361600632399E+01;-2,028778769623507E+01;-1,798536627552409E+01;-2,056983550288872E+01;-2,222306477624488E+01;-2,097752629737822E+01;-2,895866635113254E+01;-2,127350934197907E+01;-3,436869940309960E+01;-2,158711292807462E+01;-4,187805493127478E+01;-2,182851681743951E+01;-4,728555283551592E+01;-2,210248780207782E+01;-5,443485482433370E+01;-2,249837375093536E+01;-6,357732196454679E+01;-2,281708433447917E+01;-6,884582188467141E+01;-2,296075228460840E+01;-7,336166167044065E+01;
8,200000000000000E+07;-1,300397660556543E+01;-3,694386272503736E+00;-1,354556307925783E+01;-1,804686372706043E+01;-1,329468501966637E+01;-1,641295548755717E+01;-1,307269359786807E+01;-1,481601564676633E+01;-1,291387153619946E+01;-1,329330935609583E+01;-1,286005415285707E+01;-1,134653842720157E+01;-1,282619414347123E+01;-8,771592193631099E+00;-1,281882005469036E+01;-8,422304273350115E+00;-1,294684069737110E+01;-4,832833829034206E+00;-1,313008464463177E+01;-4,259921904061854E+00;-1,320640839159988E+01;-2,095101672812145E+00;-1,340536923850381E+01;-9,707037984963545E-01;-1,369008430609014E+01;-4,010672088911870E-01;-1,381448722126754E+01;4,194050244167082E-01;-1,417209278188071E+01;6,215215127593779E-01;-1,463734932717795E+01;3,721772045117915E-01;-1,505186702965726E+01;-1,122280795701042E-01;-1,557913705179097E+01;-1,846498075872944E+00;-1,599736948334094E+01;-2,673748962913887E+00;-1,651792798069004E+01;-4,417075149419283E+00;-1,703878575166292E+01;-6,146077137701381E+00;-1,742279993290719E+01;-9,415779096274418E+00;-1,787965405297781E+01;-1,216187072282940E+01;-1,832486728185205E+01;-1,474941724807365E+01;-1,881819905429035E+01;-1,785977022297551E+01;-1,951688359778084E+01;-2,264313102182715E+01;-1,981066747993909E+01;-2,671469046858028E+01;-1,997082305440322E+01;-3,115948636994514E+01;-2,018317483907793E+01;-3,383274908394383E+01;-2,035192009801873E+01;-3,874904049632077E+01;-2,065447262346120E+01;-4,510982332585414E+01;-2,088739705325899E+01;-5,182745662048159E+01;-2,120888312633820E+01;-5,886788113628385E+01;-2,134055562502860E+01;-6,621114766175161E+01;-2,150540372427773E+01;-7,248036894848050E+01;-2,191854610999454E+01;-8,254975144519553E+01;-2,216664886837373E+01;-8,720083369112888E+01;-2,230536979610532E+01;-9,221082279681592E+01;
8,400000000000000E+07;-1,310654692818462E+01;-2,115144825081692E+01;-1,331296405030010E+01;-3,752704445529227E+01;-1,314479473649910E+01;-3,558670489947225E+01;-1,291619268604886E+01;-3,378098261383585E+01;-1,284249009664359E+01;-3,228087781581793E+01;-1,288144942633980E+01;-3,030355995822100E+01;-1,275560558202807E+01;-2,734635409331339E+01;-1,287976039688082E+01;-2,629315182532276E+01;-1,292589865771161E+01;-2,223442431054092E+01;-1,320126168369009E+01;-2,143227383849348E+01;-1,330620185748808E+01;-1,924365033395938E+01;-1,359033535296584E+01;-1,809334052437180E+01;-1,384826338591275E+01;-1,676757687383848E+01;-1,404607672586460E+01;-1,568608179920847E+01;-1,440523075717993E+01;-1,512323036289329E+01;-1,484527606637896E+01;-1,479491180392352E+01;-1,528955307860689E+01;-1,498121822067216E+01;-1,583567556713285E+01;-1,593364059407780E+01;-1,621649298153782E+01;-1,668372323677118E+01;-1,670673574145383E+01;-1,800581953853906E+01;-1,721750641087823E+01;-2,013404738247338E+01;-1,756283644743373E+01;-2,356461300246524E+01;-1,780878638258996E+01;-2,485477638943091E+01;-1,833245779218296E+01;-2,799055480490697E+01;-1,870199575450258E+01;-3,174325336896920E+01;-1,945841821710462E+01;-3,632156206582147E+01;-1,976194361775816E+01;-4,046014382361202E+01;-1,972664603475163E+01;-4,451282331651633E+01;-1,994813567454166E+01;-4,833742302941194E+01;-1,971084695630075E+01;-5,326809744419248E+01;-2,030535985530892E+01;-5,986753056771270E+01;-2,042635493667887E+01;-6,637158822880592E+01;-2,074083254734044E+01;-7,404922553936581E+01;-2,088255768906520E+01;-8,241695565558868E+01;-2,103336771326344E+01;-8,900288849358439E+01;-2,145368185177967E+01;-9,824249720398436E+01;-2,179530123709619E+01;-1,044918293298732E+02;-2,187713495302782E+01;-1,092893596426417E+02;
