# Version 1.00
#
freq[Hz];db:Trc1_S21;ang:Trc1_S21;db:Mem2[Trc1]_S21;ang:Mem2[Trc1]_S21;db:Mem3[Trc1]_S21;ang:Mem3[Trc1]_S21;db:Mem4[Trc1]_S21;ang:Mem4[Trc1]_S21;db:Mem5[Trc1]_S21;ang:Mem5[Trc1]_S21;db:Mem6[Trc1]_S21;ang:Mem6[Trc1]_S21;db:Mem7[Trc1]_S21;ang:Mem7[Trc1]_S21;db:Mem8[Trc1]_S21;ang:Mem8[Trc1]_S21;db:Mem9[Trc1]_S21;ang:Mem9[Trc1]_S21;db:Mem10[Trc1]_S21;ang:Mem10[Trc1]_S21;db:Mem11[Trc1]_S21;ang:Mem11[Trc1]_S21;db:Mem12[Trc1]_S21;ang:Mem12[Trc1]_S21;db:Mem13[Trc1]_S21;ang:Mem13[Trc1]_S21;db:Mem14[Trc1]_S21;ang:Mem14[Trc1]_S21;db:Mem15[Trc1]_S21;ang:Mem15[Trc1]_S21;db:Mem16[Trc1]_S21;ang:Mem16[Trc1]_S21;db:Mem17[Trc1]_S21;ang:Mem17[Trc1]_S21;db:Mem18[Trc1]_S21;ang:Mem18[Trc1]_S21;db:Mem19[Trc1]_S21;ang:Mem19[Trc1]_S21;db:Mem20[Trc1]_S21;ang:Mem20[Trc1]_S21;db:Mem21[Trc1]_S21;ang:Mem21[Trc1]_S21;db:Mem22[Trc1]_S21;ang:Mem22[Trc1]_S21;db:Mem23[Trc1]_S21;ang:Mem23[Trc1]_S21;db:Mem24[Trc1]_S21;ang:Mem24[Trc1]_S21;db:Mem25[Trc1]_S21;ang:Mem25[Trc1]_S21;db:Mem26[Trc1]_S21;ang:Mem26[Trc1]_S21;db:Mem27[Trc1]_S21;ang:Mem27[Trc1]_S21;db:Mem28[Trc1]_S21;ang:Mem28[Trc1]_S21;db:Mem29[Trc1]_S21;ang:Mem29[Trc1]_S21;db:Mem30[Trc1]_S21;ang:Mem30[Trc1]_S21;db:Mem31[Trc1]_S21;ang:Mem31[Trc1]_S21;db:Mem32[Trc1]_S21;ang:Mem32[Trc1]_S21;db:Mem33[Trc1]_S21;ang:Mem33[Trc1]_S21;db:Mem34[Trc1]_S21;ang:Mem34[Trc1]_S21;db:Mem35[Trc1]_S21;ang:Mem35[Trc1]_S21;db:Mem36[Trc1]_S21;ang:Mem36[Trc1]_S21;db:Mem37[Trc1]_S21;ang:Mem37[Trc1]_S21;db:Mem38[Trc1]_S21;ang:Mem38[Trc1]_S21;
3,000000000000000E+07;-2,781965613087248E+01;1,516937506830826E+02;-3,831089856407593E+01;-1,751637192077441E+02;-3,705113566252278E+01;1,794266839235696E+02;-3,560211815153735E+01;1,736587760724641E+02;-3,445722017658098E+01;1,690223374920078E+02;-3,306250625528157E+01;1,649634314102979E+02;-3,185506784734525E+01;1,611584387052053E+02;-3,051968231745302E+01;1,586652821388346E+02;-2,952023125140833E+01;1,563160602964491E+02;-2,841268363676308E+01;1,536254831832433E+02;-2,749199054554825E+01;1,514545351687619E+02;-2,681963219899348E+01;1,501856101227825E+02;-2,626359998816880E+01;1,496782676147968E+02;-2,595401990064624E+01;1,489370481646886E+02;-2,576764255169616E+01;1,492666207930498E+02;-2,589401376309704E+01;1,499164928753907E+02;-2,618149888652761E+01;1,514889559400859E+02;-2,665724619255425E+01;1,531883651925036E+02;-2,724192492394871E+01;1,553265507770833E+02;-2,794125037580280E+01;1,577288913371520E+02;-2,857643827010283E+01;1,612586705800199E+02;-2,938056638704327E+01;1,652399246354204E+02;-3,006183101680301E+01;1,688752946909291E+02;-3,080784157463242E+01;1,733656375947461E+02;-3,126570219483532E+01;1,766992842840257E+02;-3,171975986110213E+01;-1,789776076135846E+02;-3,219698087851806E+01;-1,753935497775578E+02;-3,245997762868179E+01;-1,726208087498776E+02;-3,293519594419804E+01;-1,689431918498112E+02;-3,304030175375025E+01;-1,687725747075453E+02;-3,319732363617564E+01;-1,665091762185959E+02;-3,337157943124423E+01;-1,660476801844209E+02;-3,352106907586803E+01;-1,656697424119358E+02;-3,382647840210651E+01;-1,659075786279811E+02;-3,369980921764591E+01;-1,659845245004429E+02;-3,396386565563806E+01;-1,672307748455445E+02;-3,402891016013834E+01;-1,670072898900440E+02;-3,404070904141563E+01;-1,687063314724125E+02;
3,200000000000000E+07;-2,668155212853178E+01;1,297869517238627E+02;-3,617354044210000E+01;1,667226354327388E+02;-3,433335625751251E+01;1,620143113852158E+02;-3,351633863991692E+01;1,572591312341961E+02;-3,245949268330130E+01;1,483719093333310E+02;-3,152588982135468E+01;1,456810813663317E+02;-3,023379648236107E+01;1,431465072808297E+02;-2,916290439821100E+01;1,366543474230674E+02;-2,798493888471027E+01;1,353656636742136E+02;-2,729930706492477E+01;1,313932692412530E+02;-2,620904699378707E+01;1,287123571396948E+02;-2,545772085350912E+01;1,282420087253019E+02;-2,502664439693952E+01;1,263691917044872E+02;-2,486982302169913E+01;1,253530809736973E+02;-2,461172749005964E+01;1,262915029790007E+02;-2,467280725952054E+01;1,256320505127825E+02;-2,476098495832087E+01;1,274710652683235E+02;-2,518778975673446E+01;1,299742861806498E+02;-2,588861764100100E+01;1,339062078192504E+02;-2,616228731110015E+01;1,355611112711182E+02;-2,686089420942483E+01;1,389743763434663E+02;-2,740702061897424E+01;1,420083293946368E+02;-2,791422007919601E+01;1,459990422724102E+02;-2,849676167404131E+01;1,483626137042728E+02;-2,897206152691066E+01;1,533281898971667E+02;-2,911144002965657E+01;1,554738126463392E+02;-2,923085693476136E+01;1,572406774063909E+02;-2,972328441644981E+01;1,610621804245534E+02;-2,969099068574570E+01;1,606703306565377E+02;-2,993187894156092E+01;1,613569682201437E+02;-3,032723310975893E+01;1,625020028895540E+02;-3,057007190664261E+01;1,642068969602472E+02;-3,040530945085212E+01;1,621215040604714E+02;-3,062731333884403E+01;1,597784092487190E+02;-3,085588580400740E+01;1,621044158336423E+02;-3,118919441815043E+01;1,561912738372752E+02;-3,127678640128759E+01;1,593947718876753E+02;-3,148944238325484E+01;1,568402157923637E+02;
3,400000000000000E+07;-2,563476849199520E+01;1,126633764829651E+02;-3,369479586241637E+01;1,488493301809368E+02;-3,240902251195311E+01;1,409345199903989E+02;-3,200580007426395E+01;1,407350989916550E+02;-3,077608487828929E+01;1,369266726380030E+02;-3,004416228176419E+01;1,329644366269610E+02;-2,897005401240358E+01;1,255507458639614E+02;-2,819161589830490E+01;1,216754724522156E+02;-2,683909722032335E+01;1,196322999123123E+02;-2,602929614727264E+01;1,145900827654889E+02;-2,526657702269900E+01;1,122526731878461E+02;-2,476717395879909E+01;1,108265690904179E+02;-2,419446576974719E+01;1,100463790135324E+02;-2,389490047384864E+01;1,078877798326442E+02;-2,392250778635928E+01;1,082387510830642E+02;-2,383006545541152E+01;1,076675989572921E+02;-2,397781391281672E+01;1,100104324924862E+02;-2,413788528548142E+01;1,123243312191284E+02;-2,463437166921539E+01;1,150142681065968E+02;-2,476020769598835E+01;1,169758959909550E+02;-2,567053129392747E+01;1,206744345049324E+02;-2,603803210092551E+01;1,238065131637621E+02;-2,617320419580083E+01;1,261686064217960E+02;-2,647099662093530E+01;1,283968215813183E+02;-2,681085885452998E+01;1,303635977042930E+02;-2,705954571717520E+01;1,326009035155253E+02;-2,728037274380701E+01;1,347243465155545E+02;-2,757308884017908E+01;1,357319484621954E+02;-2,790218557633033E+01;1,365605737311651E+02;-2,807626502460234E+01;1,368864544187994E+02;-2,825729399560364E+01;1,358003998762499E+02;-2,799338088343687E+01;1,363556115814043E+02;-2,824263204630658E+01;1,346105184264587E+02;-2,851094947819566E+01;1,325009614712251E+02;-2,834968197093170E+01;1,295588200212061E+02;-2,900879991810191E+01;1,286969684224741E+02;-2,921051519972627E+01;1,271108213112241E+02;-2,926471998169470E+01;1,270726855839718E+02;
3,600000000000000E+07;-2,392817619148583E+01;9,761371391573613E+01;-3,061084445193065E+01;1,318543829049415E+02;-2,973099659695112E+01;1,276068102229793E+02;-2,903191480451843E+01;1,227093468670668E+02;-2,793163132384530E+01;1,183375517509362E+02;-2,756094676099316E+01;1,137358241567007E+02;-2,655830726084325E+01;1,099641003285218E+02;-2,590248394502228E+01;1,056540523669921E+02;-2,503229283343419E+01;1,013654466410549E+02;-2,427920945472427E+01;9,805380201314964E+01;-2,361305547330091E+01;9,586133575984132E+01;-2,294466198391637E+01;9,240821333962745E+01;-2,267197469812437E+01;9,151178527026862E+01;-2,224879625008193E+01;9,115520851497033E+01;-2,218663899363086E+01;9,029348025661021E+01;-2,216902304803700E+01;9,045562804868652E+01;-2,220765397316523E+01;9,078904986016555E+01;-2,240656335439768E+01;9,322705169047512E+01;-2,276760602604714E+01;9,533131851936729E+01;-2,307433443461175E+01;9,803105643473725E+01;-2,341310330797734E+01;9,961254904929220E+01;-2,364882496351258E+01;1,035150418699275E+02;-2,380740523609561E+01;1,046425829352465E+02;-2,415317434272467E+01;1,071253192984086E+02;-2,448319164738368E+01;1,088717628451201E+02;-2,456767898315414E+01;1,098366823912752E+02;-2,484912959084761E+01;1,105720821408319E+02;-2,501145517685735E+01;1,102379317664595E+02;-2,515193777266399E+01;1,102728690792231E+02;-2,562672242534443E+01;1,091179705078031E+02;-2,534699132986650E+01;1,078214995639496E+02;-2,568130022166767E+01;1,062128792623915E+02;-2,600658691726515E+01;1,047094463932715E+02;-2,612681315103424E+01;1,036234237179417E+02;-2,623124350647256E+01;1,014737476143394E+02;-2,653786202298093E+01;9,965305702258948E+01;-2,669125846867978E+01;9,746242935582842E+01;-2,668902540376138E+01;9,414447204430751E+01;
3,800000000000000E+07;-2,260403485820803E+01;7,472791960002974E+01;-2,829386695289418E+01;1,057815979831747E+02;-2,728670781484110E+01;1,027383174504801E+02;-2,670369083452006E+01;9,746956385633581E+01;-2,611533005615581E+01;9,520732742775084E+01;-2,559442407041619E+01;9,175166789247267E+01;-2,481495127897691E+01;8,807897633384074E+01;-2,410246137132392E+01;8,417351832871576E+01;-2,349914035425066E+01;8,107159982660158E+01;-2,282128572027883E+01;7,728146319078579E+01;-2,259976668615347E+01;7,421190558758002E+01;-2,176304764922500E+01;7,169151503074738E+01;-2,156084215527694E+01;6,914352741743393E+01;-2,117061100710481E+01;6,863288132062948E+01;-2,104977923875606E+01;6,740037578990579E+01;-2,091339433139871E+01;6,829932772328725E+01;-2,093822618110904E+01;6,904638034349676E+01;-2,121721175404915E+01;7,035668541831485E+01;-2,127584642110238E+01;7,213868469160514E+01;-2,165621996281036E+01;7,447339097113759E+01;-2,180417983376775E+01;7,551473513456723E+01;-2,200975041416256E+01;7,788480716026997E+01;-2,228527445285028E+01;7,924075573651885E+01;-2,250095759962950E+01;7,932520298752949E+01;-2,276632310304782E+01;8,082267061948258E+01;-2,301647009343315E+01;8,154123566244230E+01;-2,301690287483943E+01;8,172555211424334E+01;-2,333521885931722E+01;7,945241401847039E+01;-2,354084892675726E+01;7,904667485917554E+01;-2,370258964862406E+01;7,772267777155857E+01;-2,386122162607258E+01;7,537185243195607E+01;-2,410201734382469E+01;7,372203231445084E+01;-2,447776100498084E+01;7,281846756338372E+01;-2,443780926915487E+01;7,019202885588467E+01;-2,462658715418505E+01;6,890411419668190E+01;-2,486186319584259E+01;6,386065000314500E+01;-2,513722281977260E+01;6,286991358353599E+01;-2,503476525441086E+01;5,984139126772028E+01;
4,000000000000000E+07;-2,135153024190569E+01;5,531720389197439E+01;-2,661272364608831E+01;8,178202023668103E+01;-2,584707583418134E+01;7,934626397802111E+01;-2,518528257058387E+01;7,690129612072411E+01;-2,442393584694207E+01;7,397887524169616E+01;-2,388243180920833E+01;7,265080429141794E+01;-2,338003863915120E+01;6,692577688292009E+01;-2,274231761822452E+01;6,531697294584177E+01;-2,210186428616551E+01;6,095239355622909E+01;-2,174332474524329E+01;5,762079469802107E+01;-2,124922780462092E+01;5,442056209755187E+01;-2,083723920981088E+01;5,262192061218298E+01;-2,045164653619801E+01;5,069161310297338E+01;-2,017291989464731E+01;4,881720459838357E+01;-2,006184307217409E+01;4,839764784213145E+01;-2,013514162073786E+01;4,797185960441951E+01;-2,009809721236967E+01;4,886792208919547E+01;-2,006545437887604E+01;4,981263267090552E+01;-2,032545070112143E+01;5,014041028520803E+01;-2,052134356501946E+01;5,186360270439295E+01;-2,073518704269646E+01;5,327616699405066E+01;-2,094763579377712E+01;5,371852119467364E+01;-2,119891518417676E+01;5,446560350627234E+01;-2,133699965642513E+01;5,604281237681131E+01;-2,169593576375960E+01;5,568427958319118E+01;-2,173567708844556E+01;5,507648461853172E+01;-2,213071091095625E+01;5,378112849410999E+01;-2,209649769636455E+01;5,306438333703053E+01;-2,238552728532116E+01;5,188411536442450E+01;-2,259425817208603E+01;5,027468155993014E+01;-2,274416849069363E+01;4,855740090030978E+01;-2,297050600504822E+01;4,662123909716026E+01;-2,314054173083838E+01;4,306992244451864E+01;-2,334354809059915E+01;3,858847449219392E+01;-2,358880147883021E+01;3,668177699464699E+01;-2,380145787557428E+01;3,408004369492286E+01;-2,388884550112385E+01;3,114244093230518E+01;-2,409504540100849E+01;2,943205283808859E+01;
4,200000000000000E+07;-2,010157806901978E+01;3,528843534004908E+01;-2,454180153759728E+01;5,772802897905684E+01;-2,387120706854958E+01;5,500293091321817E+01;-2,319518340998617E+01;5,340146722137491E+01;-2,266808635377267E+01;5,053289665877286E+01;-2,219340557654565E+01;4,896903315155113E+01;-2,168023621454941E+01;4,616768677319721E+01;-2,109596704356604E+01;4,308136469759447E+01;-2,065452844459935E+01;3,884297187536455E+01;-2,026297777324353E+01;3,704798848105923E+01;-1,985706117070468E+01;3,441844837849332E+01;-1,955039522535856E+01;3,149983844391894E+01;-1,928553538240997E+01;2,942132561655210E+01;-1,894130294960029E+01;2,883062922253919E+01;-1,893835869079016E+01;2,774966203574502E+01;-1,885388622380337E+01;2,749705211583791E+01;-1,880295850799854E+01;2,700572077775578E+01;-1,895868337787505E+01;2,857696439899116E+01;-1,901520784118836E+01;2,995099925423464E+01;-1,921918177197755E+01;3,022672900759881E+01;-1,938005067762717E+01;3,035740454182287E+01;-1,969340244696268E+01;3,120941853531346E+01;-1,979085101331937E+01;3,072944499471818E+01;-2,018682191547168E+01;3,096837658004818E+01;-2,036267293765073E+01;3,018120871772792E+01;-2,049895176422942E+01;2,943001495386374E+01;-2,078227214702851E+01;2,816541822219814E+01;-2,086517516867144E+01;2,656676816536554E+01;-2,095256244198459E+01;2,506979279813834E+01;-2,121805145450549E+01;2,259221553077457E+01;-2,150889611719226E+01;1,931272610686469E+01;-2,174761577138026E+01;1,779758327320931E+01;-2,189162114899659E+01;1,432371535319938E+01;-2,221870348433835E+01;1,075635044722755E+01;-2,226123102818483E+01;7,401639080011929E+00;-2,271445883156009E+01;3,745587245933446E+00;-2,289537631208713E+01;9,280296058161323E-01;-2,290827806503412E+01;-1,912657128734092E+00;
4,400000000000000E+07;-1,908332137961066E+01;1,293942697346187E+01;-2,333392480548902E+01;3,219538103533578E+01;-2,274903075366102E+01;3,145761083315555E+01;-2,199958351351982E+01;2,948928866568020E+01;-2,164562411298448E+01;2,761491760812753E+01;-2,095677509124681E+01;2,527935768619601E+01;-2,055840030317809E+01;2,240528209975498E+01;-2,013741306981530E+01;2,045070810705799E+01;-1,965987874054193E+01;1,722018067402630E+01;-1,942401987926370E+01;1,504930816387230E+01;-1,895922937694685E+01;1,343686749653350E+01;-1,872941622071934E+01;1,090588781301515E+01;-1,854243434374445E+01;9,382921219073518E+00;-1,823649741911511E+01;7,329848669335280E+00;-1,817488115311317E+01;6,630693813067748E+00;-1,812076411413251E+01;5,530588687731727E+00;-1,806008180740442E+01;5,966477040806169E+00;-1,821853956116098E+01;6,136365654756425E+00;-1,835335427518907E+01;6,041245034774323E+00;-1,859444798000478E+01;6,197329392527536E+00;-1,864337972527742E+01;6,529365868728588E+00;-1,887515731220372E+01;5,953762276409221E+00;-1,910187939523078E+01;6,472800956883176E+00;-1,929482400919355E+01;5,771701375293279E+00;-1,946624953152018E+01;4,782896017791792E+00;-1,985848068321009E+01;2,702591593631827E+00;-1,997619230407114E+01;1,445230829858501E+00;-2,016079139704734E+01;-4,246739146255494E-01;-2,040741485204814E+01;-3,229863586175667E+00;-2,064083890325404E+01;-5,105760312646468E+00;-2,093090448467715E+01;-8,738406132751217E+00;-2,108173632763852E+01;-1,064900228981711E+01;-2,145758553504696E+01;-1,538888670816486E+01;-2,163252930809888E+01;-1,874157358609525E+01;-2,179083738260513E+01;-2,208509274381753E+01;-2,210151736428450E+01;-2,759039754611056E+01;-2,230595322420591E+01;-3,045319522749916E+01;-2,236616292176774E+01;-3,303549469895256E+01;
4,600000000000000E+07;-1,832496322206225E+01;-6,071106474184519E+00;-2,190643061992881E+01;9,526852530479534E+00;-2,164458668032582E+01;8,013588040845102E+00;-2,093815434165237E+01;6,033096635987416E+00;-2,042250638141903E+01;5,706451577027326E+00;-2,004802698274997E+01;3,321148470135353E+00;-1,937086950979701E+01;3,053468999812976E+00;-1,884668541345290E+01;-4,626803823720278E-01;-1,854097243936965E+01;-3,036794731659945E+00;-1,830620531004211E+01;-3,694260403220072E+00;-1,817469224251217E+01;-6,057575341518949E+00;-1,800984445576262E+01;-8,597865373763355E+00;-1,754474559640123E+01;-1,100593372749015E+01;-1,750855916673446E+01;-1,129199203963819E+01;-1,727404699225709E+01;-1,203059911715497E+01;-1,737437845081387E+01;-1,311504893448388E+01;-1,741501051152607E+01;-1,331696970073899E+01;-1,752234436746324E+01;-1,291572155447643E+01;-1,753821059586185E+01;-1,438148194782629E+01;-1,779430758006227E+01;-1,470454532150767E+01;-1,796725208467233E+01;-1,433150745155578E+01;-1,802034785426709E+01;-1,559087543319409E+01;-1,838742193081593E+01;-1,612538876571717E+01;-1,844984960676081E+01;-1,629327258304350E+01;-1,886590057132013E+01;-1,803250917608684E+01;-1,909936292129175E+01;-2,051138131295582E+01;-1,917220055096220E+01;-2,154698071875809E+01;-1,941720580650246E+01;-2,550756503782688E+01;-1,976154488125167E+01;-2,728152712744818E+01;-1,993880547670052E+01;-2,915915145411781E+01;-2,030401975672225E+01;-3,409658599905124E+01;-2,037040110595843E+01;-3,737681819667606E+01;-2,077401378790107E+01;-4,137060460616838E+01;-2,097588519435771E+01;-4,504179122978957E+01;-2,127107016064859E+01;-4,820167537506273E+01;-2,149665943527678E+01;-5,432149202026263E+01;-2,179132698092880E+01;-5,750218837381237E+01;-2,179553910053565E+01;-5,881072783906356E+01;
4,800000000000000E+07;-1,711505491520375E+01;-2,826488982084890E+01;-2,086746178216179E+01;-1,568556399513410E+01;-2,027034049572691E+01;-1,640918788861635E+01;-1,954618566892747E+01;-1,710919873178856E+01;-1,908225848298174E+01;-1,869579224957284E+01;-1,872308669986212E+01;-1,991434465596430E+01;-1,828804398146393E+01;-2,151406490578965E+01;-1,792980555928776E+01;-2,304714405223882E+01;-1,748155410126742E+01;-2,570105212852891E+01;-1,723439773132646E+01;-2,675075959595206E+01;-1,699087255484594E+01;-2,909160985642822E+01;-1,675241975825035E+01;-3,026821762583707E+01;-1,668510640276508E+01;-3,173619049568133E+01;-1,645477837949278E+01;-3,325588759422084E+01;-1,641624877607133E+01;-3,408710805506124E+01;-1,643246473692515E+01;-3,445785707908210E+01;-1,642055658808533E+01;-3,561152101607409E+01;-1,647388797671404E+01;-3,608135772558810E+01;-1,666553309864401E+01;-3,657511800502385E+01;-1,685001306857235E+01;-3,770557863929728E+01;-1,696830506868159E+01;-3,757557683195857E+01;-1,727915827032676E+01;-3,860030966206806E+01;-1,743604430165396E+01;-3,987251937919643E+01;-1,768970719998381E+01;-4,204594285253020E+01;-1,789853334989794E+01;-4,341473296121491E+01;-1,817242096394117E+01;-4,554719454387319E+01;-1,838364775541170E+01;-4,759694860948487E+01;-1,860708412214739E+01;-5,114356361349466E+01;-1,899968211256677E+01;-5,416709519373050E+01;-1,912318286837363E+01;-5,807962372486698E+01;-1,940218312593078E+01;-6,097609321157869E+01;-1,977017946589632E+01;-6,466101394412364E+01;-2,007344112465053E+01;-6,919901839992387E+01;-2,027210749771808E+01;-7,337967478309126E+01;-2,042228499801270E+01;-7,761254103964286E+01;-2,081122109391668E+01;-8,308804609219538E+01;-2,111331958443327E+01;-8,673662002324917E+01;-2,116329664727980E+01;-8,913285704788279E+01;
5,000000000000000E+07;-1,674021875483879E+01;-5,065842392377981E+01;-2,031063437834148E+01;-4,205814380345815E+01;-1,978846512711662E+01;-4,182400600266041E+01;-1,916707597199925E+01;-4,299877350493654E+01;-1,862187487694979E+01;-4,354751496786683E+01;-1,820449738888736E+01;-4,397505754572826E+01;-1,778374348778892E+01;-4,555950998038243E+01;-1,753682708013275E+01;-4,663308865880011E+01;-1,712291919017152E+01;-4,899227087806332E+01;-1,691052341976064E+01;-4,977490099816605E+01;-1,660985147706108E+01;-5,132274863661159E+01;-1,644423953159847E+01;-5,301828268297324E+01;-1,628048713396073E+01;-5,484143178019569E+01;-1,613742428046270E+01;-5,539792442846726E+01;-1,606727788210816E+01;-5,640111802057473E+01;-1,617993673193011E+01;-5,732833461408541E+01;-1,620715470006607E+01;-5,789094237961699E+01;-1,624282894245659E+01;-5,844458275320873E+01;-1,638468183316242E+01;-5,954872235577095E+01;-1,661059617804992E+01;-6,046411832637273E+01;-1,677051483716405E+01;-6,122475764847089E+01;-1,699699557322147E+01;-6,311686004804843E+01;-1,717737014995874E+01;-6,392288637300907E+01;-1,746174265367679E+01;-6,648618887378009E+01;-1,779677731380664E+01;-6,869873797096679E+01;-1,797159088517768E+01;-7,087516225634897E+01;-1,827522985967499E+01;-7,348109524457084E+01;-1,849172767662973E+01;-7,740124719792385E+01;-1,881904838397655E+01;-8,064033027136290E+01;-1,901554818955248E+01;-8,433040507285878E+01;-1,934086998125856E+01;-8,854997719018095E+01;-1,964738964040535E+01;-9,235047704336145E+01;-1,994191709562131E+01;-9,692528174111769E+01;-2,016722465999447E+01;-1,009491841062461E+02;-2,047949066600247E+01;-1,062295373800117E+02;-2,084739570663437E+01;-1,122854896502124E+02;-2,107625900950994E+01;-1,151149709351945E+02;-2,124564419604137E+01;-1,184526180211398E+02;
5,200000000000000E+07;-1,637018187361764E+01;-6,931280033057860E+01;-2,001664620412050E+01;-6,122942879181410E+01;-1,926282257869975E+01;-6,088388908250528E+01;-1,859284446493815E+01;-6,164776581662744E+01;-1,828486389661469E+01;-6,230238180783467E+01;-1,778071723433954E+01;-6,270850544950869E+01;-1,734662743433448E+01;-6,452804075022534E+01;-1,707135572396828E+01;-6,472154039316318E+01;-1,676480675878154E+01;-6,688587711143543E+01;-1,644902124708874E+01;-6,721484142620818E+01;-1,626514863707539E+01;-6,927331474018875E+01;-1,603080516869296E+01;-7,040953613503271E+01;-1,587975508624912E+01;-7,123246255576474E+01;-1,585381261709614E+01;-7,291784107408343E+01;-1,586257223050889E+01;-7,297504650957576E+01;-1,589654617642444E+01;-7,561574711380781E+01;-1,583045311319631E+01;-7,588310249679186E+01;-1,605715888154338E+01;-7,646877075829082E+01;-1,617839295193438E+01;-7,740778293540805E+01;-1,633469096550467E+01;-7,875360932710738E+01;-1,649592174751814E+01;-7,994691171509214E+01;-1,690470604981711E+01;-8,296397384394616E+01;-1,706636534321081E+01;-8,316659000011438E+01;-1,721702701489272E+01;-8,535284131409246E+01;-1,750988568043816E+01;-8,905721337352128E+01;-1,794011061713583E+01;-9,116547894296835E+01;-1,806512303279852E+01;-9,493077784650013E+01;-1,840639709389671E+01;-9,813577228498963E+01;-1,866484813348048E+01;-1,015147610393423E+02;-1,909698079490520E+01;-1,067606370901434E+02;-1,921178475536027E+01;-1,110578726011868E+02;-1,967153838136111E+01;-1,144752352754026E+02;-2,000243586235522E+01;-1,200639206525669E+02;-2,030455252479248E+01;-1,251419923298330E+02;-2,075447899250642E+01;-1,296895156826973E+02;-2,105480552236317E+01;-1,358179185162563E+02;-2,122451870773001E+01;-1,392432225113207E+02;-2,132661454426198E+01;-1,425344474243473E+02;
5,400000000000000E+07;-1,538952118913605E+01;-8,873916070454668E+01;-1,886926433597220E+01;-8,253531013981916E+01;-1,827923979331478E+01;-8,306411847510600E+01;-1,765135330584284E+01;-8,277006589705245E+01;-1,706591800800849E+01;-8,316282151165240E+01;-1,673729979360732E+01;-8,443809370363566E+01;-1,629226494765877E+01;-8,510450220697912E+01;-1,600547076412265E+01;-8,531275135169032E+01;-1,578576277194622E+01;-8,721274909601630E+01;-1,555450606685572E+01;-8,757297327648978E+01;-1,534031897331027E+01;-8,857850862316802E+01;-1,521431908178803E+01;-8,963832135042972E+01;-1,508326558975092E+01;-9,145410000950102E+01;-1,504553377193950E+01;-9,260409910238778E+01;-1,497023076568665E+01;-9,315338370628207E+01;-1,498206854116830E+01;-9,449212708812945E+01;-1,508607968226581E+01;-9,566745211753097E+01;-1,526330315262684E+01;-9,640668333813112E+01;-1,539305102276251E+01;-9,739200009045155E+01;-1,556719249148383E+01;-9,861395296383205E+01;-1,577167184469052E+01;-1,005735210866944E+02;-1,595386580497348E+01;-1,029833747501116E+02;-1,626441750793226E+01;-1,048797654087585E+02;-1,653738335430565E+01;-1,074289944365919E+02;-1,676578087340424E+01;-1,105177998478831E+02;-1,704289546264841E+01;-1,136502405367672E+02;-1,741106895488906E+01;-1,170585019987847E+02;-1,773296619442603E+01;-1,217632672594604E+02;-1,802918923536802E+01;-1,255050992251468E+02;-1,839539219765763E+01;-1,303153216008564E+02;-1,858869169338801E+01;-1,342666129254648E+02;-1,899657773358253E+01;-1,397931415987287E+02;-1,939836235006458E+01;-1,446273691387543E+02;-1,974870285765970E+01;-1,493947474122523E+02;-2,008080703184263E+01;-1,548560638410519E+02;-2,043991950448361E+01;-1,610142438116185E+02;-2,061013155600105E+01;-1,643750766275736E+02;-2,084289698888684E+01;-1,674613459440301E+02;
5,600000000000000E+07;-1,496957842581192E+01;-1,108749625339822E+02;-1,836332386629449E+01;-1,064095213959298E+02;-1,764447476268271E+01;-1,055676293381721E+02;-1,707058711566332E+01;-1,065862443681411E+02;-1,655470657146572E+01;-1,066548321399897E+02;-1,611447697958831E+01;-1,068989931267761E+02;-1,578713864571119E+01;-1,080083894052043E+02;-1,556887219884899E+01;-1,081288682956601E+02;-1,538412204819343E+01;-1,099585622257916E+02;-1,508797723921008E+01;-1,101188372684836E+02;-1,491348277560865E+01;-1,111292256151287E+02;-1,477043992332434E+01;-1,124318298971589E+02;-1,470182276522216E+01;-1,128474375724382E+02;-1,459756003657230E+01;-1,141469211965594E+02;-1,461776341488176E+01;-1,152767956166381E+02;-1,465748762274971E+01;-1,165431985845812E+02;-1,475590861383304E+01;-1,175818457715443E+02;-1,489579892032312E+01;-1,188997932891120E+02;-1,503409277776581E+01;-1,204902464838710E+02;-1,527545863326920E+01;-1,218013245355422E+02;-1,546839930600892E+01;-1,240207478786857E+02;-1,568825056995663E+01;-1,262141005679041E+02;-1,603535696506189E+01;-1,291614797950524E+02;-1,633934921347922E+01;-1,317553617053331E+02;-1,663444669882403E+01;-1,356240651358829E+02;-1,688237277740299E+01;-1,384996613229041E+02;-1,720000469636157E+01;-1,429340011942028E+02;-1,753423026924953E+01;-1,473015183236087E+02;-1,791159310842655E+01;-1,516223449558688E+02;-1,827462427638648E+01;-1,564006861804649E+02;-1,862022117412943E+01;-1,610548590119204E+02;-1,895232848198810E+01;-1,660911091455469E+02;-1,941745886403609E+01;-1,708070033592170E+02;-1,976662255020798E+01;-1,760748590725085E+02;-2,012643430505126E+01;1,787134218541319E+02;-2,041210762682281E+01;1,726478453144756E+02;-2,073621694317665E+01;1,687562773702278E+02;-2,099925765595043E+01;1,654004874587974E+02;
