# Version 1.00
#
freq[Hz];db:Trc1_S21;ang:Trc1_S21;db:Mem2[Trc1]_S21;ang:Mem2[Trc1]_S21;db:Mem3[Trc1]_S21;ang:Mem3[Trc1]_S21;db:Mem4[Trc1]_S21;ang:Mem4[Trc1]_S21;db:Mem5[Trc1]_S21;ang:Mem5[Trc1]_S21;db:Mem6[Trc1]_S21;ang:Mem6[Trc1]_S21;db:Mem7[Trc1]_S21;ang:Mem7[Trc1]_S21;db:Mem8[Trc1]_S21;ang:Mem8[Trc1]_S21;db:Mem9[Trc1]_S21;ang:Mem9[Trc1]_S21;db:Mem10[Trc1]_S21;ang:Mem10[Trc1]_S21;db:Mem11[Trc1]_S21;ang:Mem11[Trc1]_S21;db:Mem12[Trc1]_S21;ang:Mem12[Trc1]_S21;db:Mem13[Trc1]_S21;ang:Mem13[Trc1]_S21;db:Mem14[Trc1]_S21;ang:Mem14[Trc1]_S21;db:Mem15[Trc1]_S21;ang:Mem15[Trc1]_S21;db:Mem16[Trc1]_S21;ang:Mem16[Trc1]_S21;db:Mem17[Trc1]_S21;ang:Mem17[Trc1]_S21;db:Mem18[Trc1]_S21;ang:Mem18[Trc1]_S21;db:Mem19[Trc1]_S21;ang:Mem19[Trc1]_S21;db:Mem20[Trc1]_S21;ang:Mem20[Trc1]_S21;db:Mem21[Trc1]_S21;ang:Mem21[Trc1]_S21;db:Mem22[Trc1]_S21;ang:Mem22[Trc1]_S21;db:Mem23[Trc1]_S21;ang:Mem23[Trc1]_S21;db:Mem24[Trc1]_S21;ang:Mem24[Trc1]_S21;db:Mem25[Trc1]_S21;ang:Mem25[Trc1]_S21;db:Mem26[Trc1]_S21;ang:Mem26[Trc1]_S21;db:Mem27[Trc1]_S21;ang:Mem27[Trc1]_S21;db:Mem28[Trc1]_S21;ang:Mem28[Trc1]_S21;db:Mem29[Trc1]_S21;ang:Mem29[Trc1]_S21;db:Mem30[Trc1]_S21;ang:Mem30[Trc1]_S21;db:Mem31[Trc1]_S21;ang:Mem31[Trc1]_S21;db:Mem32[Trc1]_S21;ang:Mem32[Trc1]_S21;db:Mem33[Trc1]_S21;ang:Mem33[Trc1]_S21;db:Mem34[Trc1]_S21;ang:Mem34[Trc1]_S21;db:Mem35[Trc1]_S21;ang:Mem35[Trc1]_S21;db:Mem36[Trc1]_S21;ang:Mem36[Trc1]_S21;db:Mem37[Trc1]_S21;ang:Mem37[Trc1]_S21;
3,000000000000000E+07;-1,496689345173927E+01;-1,555521021372429E+02;-1,616092953711234E+01;-1,732475360749230E+02;-1,497766824861999E+01;-1,773757855631111E+02;-1,359565283070110E+01;1,775773157358596E+02;-1,237898733272706E+01;1,742698244856588E+02;-1,117148815588975E+01;1,710506870193034E+02;-9,970095092176830E+00;1,681482014313009E+02;-8,953627485657554E+00;1,660670948492821E+02;-8,058094245256610E+00;1,643265122449691E+02;-7,311589093416070E+00;1,628749870749591E+02;-6,772202677490147E+00;1,623896942751073E+02;-6,460430880033448E+00;1,619446550532975E+02;-6,351330473190131E+00;1,622581919652595E+02;-6,457380999473602E+00;1,627548809007191E+02;-6,724049697971699E+00;1,638198868722702E+02;-7,171058176516550E+00;1,652930885385341E+02;-7,780720987995297E+00;1,673140301614775E+02;-8,419308011055969E+00;1,700980259130172E+02;-9,192325053618971E+00;1,730473076947534E+02;-9,960871835646671E+00;1,767345352319528E+02;-1,078697189982138E+01;-1,797457905593160E+02;-1,138537896229258E+01;-1,747535174029982E+02;-1,173396042696779E+01;-1,690986981729336E+02;-1,219551839149742E+01;-1,656995570325811E+02;-1,267757875517786E+01;-1,613047315953830E+02;-1,299157842912070E+01;-1,583533034184063E+02;-1,328520784090120E+01;-1,560415757769201E+02;-1,349664953821090E+01;-1,542291852294050E+02;-1,372387254594074E+01;-1,525979963338990E+02;-1,388394314645614E+01;-1,520929441699292E+02;-1,403467370151135E+01;-1,512483752065044E+02;-1,423380632400832E+01;-1,510821899981026E+02;-1,437174622535632E+01;-1,512722117954698E+02;-1,454636152439133E+01;-1,515887778651928E+02;-1,473683409722375E+01;-1,529895573367766E+02;-1,491576030890536E+01;-1,540914379170641E+02;-1,474714088612366E+01;-1,550384759492083E+02;
3,200000000000000E+07;-1,259746706062707E+01;-1,793784600184487E+02;-1,438485872719282E+01;-1,789631326682144E+02;-1,341587186645720E+01;1,761491766560413E+02;-1,234157074841013E+01;1,709316528163482E+02;-1,125601473113221E+01;1,665837242281008E+02;-1,017429726986204E+01;1,627010578723864E+02;-9,114288799632892E+00;1,593844813743107E+02;-8,163666774621172E+00;1,563745581328700E+02;-7,272234447295994E+00;1,541575492447471E+02;-6,599325669620995E+00;1,523719999282307E+02;-6,034601578775600E+00;1,511792086774280E+02;-5,717191200566742E+00;1,507854153115782E+02;-5,599230312542401E+00;1,509769245644913E+02;-5,652896829951946E+00;1,514637184115515E+02;-5,892118660066817E+00;1,525757305570857E+02;-6,252262303497274E+00;1,543182728105703E+02;-6,773758821505364E+00;1,567172784318152E+02;-7,325068690077820E+00;1,590284672873951E+02;-7,907348509026927E+00;1,626305411778905E+02;-8,495190524246377E+00;1,661620789971121E+02;-9,071264410859397E+00;1,698336829062976E+02;-9,530124982961455E+00;1,742032680049001E+02;-9,674450694360385E+00;1,783073204902417E+02;-9,966355790929301E+00;-1,791172892816509E+02;-1,034272537601413E+01;-1,761658927247416E+02;-1,067135163607683E+01;-1,738481767928118E+02;-1,091344954018370E+01;-1,730250945724596E+02;-1,110409664272234E+01;-1,722704850380897E+02;-1,125147565032104E+01;-1,710590657461729E+02;-1,140734964809217E+01;-1,714389220565724E+02;-1,163400655759524E+01;-1,716506825617501E+02;-1,175798317088004E+01;-1,721204810927017E+02;-1,187695443859671E+01;-1,732768277021314E+02;-1,220069101042594E+01;-1,737219077210918E+02;-1,229592561292165E+01;-1,768238619685968E+02;-1,247346734283838E+01;-1,784331152134406E+02;-1,259860863953449E+01;-1,798135312500637E+02;
3,400000000000000E+07;-1,056641073686009E+01;1,564544219009596E+02;-1,240716342114725E+01;1,744923549317523E+02;-1,155415693293394E+01;1,698200766983965E+02;-1,071174383114099E+01;1,646399473589416E+02;-9,841897720345798E+00;1,600342116286458E+02;-8,966351737909418E+00;1,559116591933614E+02;-7,968308262252202E+00;1,517975971977041E+02;-7,174916018632795E+00;1,482795665597526E+02;-6,401895799535481E+00;1,456709683885842E+02;-5,749278769970788E+00;1,436629483711706E+02;-5,228413935773654E+00;1,420019314621804E+02;-4,882069015737136E+00;1,413711931926639E+02;-4,732008365154771E+00;1,414515855807355E+02;-4,796757797362647E+00;1,419936203360552E+02;-4,939198328544914E+00;1,430184384040566E+02;-5,237386478525909E+00;1,449222817522177E+02;-5,659228772746343E+00;1,469790770339418E+02;-6,102036337771143E+00;1,496934614562692E+02;-6,507179394578184E+00;1,525137076662890E+02;-7,015755604218304E+00;1,554993254428424E+02;-7,399473297020308E+00;1,588095445679022E+02;-7,767006338630312E+00;1,621395905650878E+02;-7,700453533343159E+00;1,646747483594497E+02;-7,958346617987902E+00;1,669539844566270E+02;-8,250138119718626E+00;1,689174357176129E+02;-8,565615495803447E+00;1,695084488483447E+02;-8,729769011336932E+00;1,701133304479457E+02;-8,934081085795391E+00;1,700137782312064E+02;-9,152965104704508E+00;1,700321849878156E+02;-9,282467920290875E+00;1,692808277994116E+02;-9,589760768811201E+00;1,688617602788352E+02;-9,717722842307762E+00;1,678139553112623E+02;-9,735999505001331E+00;1,659250802150962E+02;-1,002632021508993E+01;1,644103173023322E+02;-1,024875353398992E+01;1,604293116697444E+02;-1,043970464221182E+01;1,579002889854661E+02;-1,046150679910018E+01;1,565884542506959E+02;
3,600000000000000E+07;-8,570692325592862E+00;1,330315544768513E+02;-1,003182857056840E+01;1,635841380397309E+02;-9,424064639005538E+00;1,607816330086126E+02;-8,680538222116288E+00;1,562534002327238E+02;-8,183030743534658E+00;1,518941722568260E+02;-7,358039059221992E+00;1,485391684380984E+02;-6,494582638904741E+00;1,428687504291908E+02;-5,752666691957378E+00;1,394191966953821E+02;-5,235656734455327E+00;1,366408379258278E+02;-4,490716636964722E+00;1,339595765084788E+02;-3,984451060668389E+00;1,325455987170368E+02;-3,877471789436465E+00;1,315650574168349E+02;-3,606891660478679E+00;1,322983427041226E+02;-3,602455283537445E+00;1,311467346405543E+02;-3,610475185608637E+00;1,322910381115545E+02;-3,887791352956586E+00;1,336723009353826E+02;-4,365317825062346E+00;1,359401158227647E+02;-4,509479249764843E+00;1,380804862206717E+02;-4,980044634108005E+00;1,405419745465631E+02;-5,344523749361318E+00;1,431497488456106E+02;-5,475782208503630E+00;1,463117496517913E+02;-5,773211533516940E+00;1,488195586673303E+02;-5,690873394961539E+00;1,497109042540834E+02;-6,085263718821414E+00;1,497995542016972E+02;-6,174037554095739E+00;1,515737609578024E+02;-6,355375025819185E+00;1,514927268120824E+02;-6,575135937088417E+00;1,520684717152245E+02;-6,949469116194743E+00;1,520909143694385E+02;-7,211420968844293E+00;1,499413152636789E+02;-7,213868486728040E+00;1,495842988722104E+02;-7,513790164291904E+00;1,470610865355113E+02;-7,796381791058188E+00;1,468178157085874E+02;-7,861285499606593E+00;1,446877421138553E+02;-8,147466906047432E+00;1,422472992714532E+02;-8,427358006542841E+00;1,364647579274818E+02;-8,634350654093744E+00;1,336163222913508E+02;-8,530141964565148E+00;1,323233073345470E+02;
3,800000000000000E+07;-7,244111084196358E+00;1,077885061349274E+02;-8,033806586897821E+00;1,507697673936446E+02;-7,500471905345730E+00;1,476783162894636E+02;-6,855990396990128E+00;1,440955783276476E+02;-6,224084407856960E+00;1,406964556309322E+02;-5,627230434660852E+00;1,371797258390204E+02;-4,965259673837034E+00;1,332352304038436E+02;-4,395757898119602E+00;1,298013077521810E+02;-3,866908740618011E+00;1,266003028200345E+02;-3,359978277347660E+00;1,240934297570592E+02;-2,938053169313513E+00;1,221494683179468E+02;-2,625866302194246E+00;1,209047401027596E+02;-2,506522581114374E+00;1,202187775521472E+02;-2,401883795629158E+00;1,203019070703447E+02;-2,485834145835024E+00;1,209472324671375E+02;-2,616203512682039E+00;1,219915495396699E+02;-2,889391073192048E+00;1,237857505052662E+02;-3,129845645658649E+00;1,256118112804876E+02;-3,388919273387069E+00;1,275920678742671E+02;-3,714693039686805E+00;1,294360971539431E+02;-3,918791675472324E+00;1,308917508083478E+02;-4,179917873722016E+00;1,324111537973189E+02;-4,116436851081573E+00;1,328353628838355E+02;-4,330858736058796E+00;1,327789839695833E+02;-4,587814830189913E+00;1,335089955021511E+02;-4,833813593089088E+00;1,326830108554352E+02;-5,051093320229882E+00;1,319858925917310E+02;-5,217460406601997E+00;1,306978773930323E+02;-5,504664393490942E+00;1,295349982530433E+02;-5,670861172970031E+00;1,277829067602329E+02;-5,908578473756427E+00;1,260967156499301E+02;-6,067768568038635E+00;1,239762631048924E+02;-6,234340661170834E+00;1,213523332065525E+02;-6,475203657247243E+00;1,186325204055314E+02;-6,867105034489499E+00;1,128573307562016E+02;-7,109695098639158E+00;1,100082548561258E+02;-7,225904094611564E+00;1,075653002300331E+02;
4,000000000000000E+07;-6,043219270726311E+00;8,409793992062706E+01;-6,051659364505867E+00;1,363721607951239E+02;-5,496801677393385E+00;1,342764796106652E+02;-5,076048371154734E+00;1,306392968046635E+02;-4,540322461906659E+00;1,278284363000883E+02;-4,066868364376092E+00;1,257284821404788E+02;-3,459781333758428E+00;1,215795901755584E+02;-3,007218566845169E+00;1,182542357689085E+02;-2,466995992839846E+00;1,153015743064746E+02;-2,078042390838862E+00;1,128376098864143E+02;-1,752775091374037E+00;1,105934012673173E+02;-1,540206614896919E+00;1,093828108876357E+02;-1,398408632427365E+00;1,087241939512507E+02;-1,273521724278921E+00;1,083945385487792E+02;-1,325286181985788E+00;1,084886540277251E+02;-1,459321308091694E+00;1,092217045148503E+02;-1,596368075039867E+00;1,108703316921494E+02;-1,817549840894377E+00;1,115347037224142E+02;-2,085641298933263E+00;1,130402952146474E+02;-2,331356379747314E+00;1,136038227722240E+02;-2,513761538126678E+00;1,146368744265382E+02;-2,728869460882244E+00;1,158064459629276E+02;-2,596017117621715E+00;1,159415509553431E+02;-2,952265667235364E+00;1,142696920497432E+02;-3,175543749834350E+00;1,148826926338859E+02;-3,402565747617445E+00;1,130752028556445E+02;-3,685715731948233E+00;1,128276309594206E+02;-3,964440018666273E+00;1,107054776617564E+02;-4,135169324350002E+00;1,087916068429556E+02;-4,351157369692453E+00;1,063395854559053E+02;-4,580204695249776E+00;1,043357260179511E+02;-4,832938429622608E+00;1,020497738488000E+02;-4,943731070652310E+00;9,872763031279030E+01;-5,240114352541312E+00;9,590470349260220E+01;-5,719475448391066E+00;8,982914242440754E+01;-5,907466584176404E+00;8,669505730037221E+01;-6,077438932517567E+00;8,420223211879345E+01;
4,200000000000000E+07;-4,997073231221233E+00;6,113877722632972E+01;-4,536352585810373E+00;1,203818132308036E+02;-4,028931284855705E+00;1,187646577832513E+02;-3,525525898749586E+00;1,165146038343892E+02;-2,995400039972298E+00;1,140985439768499E+02;-2,550641295935543E+00;1,115490963307154E+02;-2,061230214440418E+00;1,083599589752854E+02;-1,622447954172809E+00;1,057178101577506E+02;-1,233109124036546E+00;1,031789406179441E+02;-8,733802186436241E-01;1,009195792229164E+02;-5,832962771982237E-01;9,889275842166333E+01;-3,774812433121983E-01;9,753755988003522E+01;-2,627380629989627E-01;9,632169245329230E+01;-2,157066796095103E-01;9,601724542747370E+01;-2,559190752726776E-01;9,602444671065403E+01;-3,782628891750639E-01;9,620492715302893E+01;-5,601138472905706E-01;9,686718550138693E+01;-7,486132391645748E-01;9,742034105305125E+01;-9,562275684070664E-01;9,816925727086645E+01;-1,190051451898438E+00;9,826382324993003E+01;-1,381325180708422E+00;9,872264480444788E+01;-1,578790199798979E+00;9,870418580347707E+01;-1,563737941531435E+00;9,838826744900284E+01;-1,761409847891880E+00;9,693546521368894E+01;-2,045069441104284E+00;9,619567046131741E+01;-2,261385002579076E+00;9,441315211414340E+01;-2,525463430601679E+00;9,286433232814075E+01;-2,784602453360089E+00;9,054697028480105E+01;-3,052727242337678E+00;8,838245419207334E+01;-3,208267749593396E+00;8,602481382510592E+01;-3,487513828136284E+00;8,341611572484071E+01;-3,737790647115241E+00;8,075345409471898E+01;-3,891993370603162E+00;7,732896825266120E+01;-4,150265929260336E+00;7,362341621220047E+01;-4,602804429628582E+00;6,693798072014424E+01;-4,887693596039132E+00;6,319911200119716E+01;-4,994215305101446E+00;6,086589014361993E+01;
4,400000000000000E+07;-4,174258303189552E+00;3,878615539736090E+01;-3,139833837931332E+00;1,046720054118110E+02;-2,633789214092825E+00;1,036910049696351E+02;-2,096192421357341E+00;1,019811723328865E+02;-1,599298163766477E+00;9,986169547970401E+01;-1,159933542451390E+00;9,763855385730923E+01;-7,557901790995092E-01;9,502357111403147E+01;-3,803100037005654E-01;9,293620848628595E+01;8,037953756642052E-03;9,069452504128684E+01;2,773074186222004E-01;8,846543603424854E+01;5,498141836709861E-01;8,639955925202943E+01;6,887462553963765E-01;8,498989051298263E+01;8,059583170448574E-01;8,393969804341974E+01;7,967390858830015E-01;8,315411865132592E+01;7,490500329732745E-01;8,307733256617979E+01;6,350661615307758E-01;8,291815235922951E+01;4,629213895735166E-01;8,306019854902129E+01;2,712256015834512E-01;8,327532994770769E+01;1,100540106967126E-01;8,348691710007542E+01;-1,490405652836466E-01;8,353043852645490E+01;-3,310089669330895E-01;8,328197120211703E+01;-5,261127407622854E-01;8,277259731806758E+01;-5,016898027660176E-01;8,111675554952934E+01;-7,362625137688847E-01;7,946847166689652E+01;-1,078660231200419E+00;7,837567904321483E+01;-1,289846878536191E+00;7,622484362926545E+01;-1,589334386793880E+00;7,419739475973492E+01;-1,815306572193745E+00;7,162487391062888E+01;-2,091630996477626E+00;6,886490953044157E+01;-2,298817154489342E+00;6,635006512215564E+01;-2,596375411733321E+00;6,317489531565230E+01;-2,801240637546382E+00;5,984947063085767E+01;-3,055437209670804E+00;5,626209833715241E+01;-3,295965894514000E+00;5,226471335995842E+01;-3,795310139128778E+00;4,517229900911769E+01;-4,096465883106297E+00;4,151304237382421E+01;-4,190770781652412E+00;3,882017907905600E+01;
4,600000000000000E+07;-3,316136154907912E+00;1,642326658087343E+01;-1,492794319934964E+00;8,986303265394467E+01;-1,367459525263917E+00;9,054867893089680E+01;-6,978863138673509E-01;8,447258523129253E+01;1,490072485607131E-02;8,556178586626662E+01;6,549760898990864E-03;8,546944648669019E+01;8,500105824417441E-01;8,165859952160972E+01;1,194082508227852E+00;7,940975776361630E+01;1,018979207787354E+00;7,541553558439665E+01;1,396806470052922E+00;7,720646250260963E+01;1,377734874221432E+00;7,456717423424514E+01;1,931787321364144E+00;7,002786323065024E+01;2,149668308004738E+00;7,149820664741584E+01;1,886687659905472E+00;7,175766533133120E+01;1,553810631275331E+00;6,952902747903356E+01;1,585058595129465E+00;6,754050400958081E+01;1,748605062109500E+00;7,008728021012418E+01;1,559693592994293E+00;6,927756501193147E+01;1,369034082823898E+00;6,786247631897534E+01;8,584780753919091E-01;6,976267475322679E+01;8,610982852695626E-01;6,784823774919852E+01;2,674536318888289E-01;6,581765094383941E+01;6,211022500712305E-01;6,346760721798089E+01;1,059945899931390E-01;6,139486453063842E+01;-1,679765238673189E-01;6,192677672409456E+01;-4,851376258507042E-01;5,778763517358588E+01;-8,081536070905432E-01;5,592982222831976E+01;-9,444346574910818E-01;5,409434312192717E+01;-1,301012737066442E+00;4,871627398839797E+01;-1,412572503962382E+00;4,771752302131070E+01;-1,826329827562946E+00;4,302253679947453E+01;-2,014102388065993E+00;4,030559264491836E+01;-2,314890095042430E+00;3,525770471353881E+01;-2,567498552497378E+00;3,103356393555648E+01;-3,043165811291866E+00;2,354304220101548E+01;-3,207255181523211E+00;2,028192467831391E+01;-3,385595391267421E+00;1,749677089802602E+01;
4,800000000000000E+07;-2,733433884047746E+00;-5,343868190314085E+00;-7,437580707934720E-01;7,278320663598127E+01;-1,816811032927249E-01;7,209272024057789E+01;3,790471607075985E-01;7,106608154137933E+01;8,307271428559247E-01;6,952717767660519E+01;1,240164631705133E+00;6,801397018845664E+01;1,612040049985739E+00;6,633913001304605E+01;1,951030571567405E+00;6,454770987919447E+01;2,269192751395347E+00;6,262176699407618E+01;2,514507500815578E+00;6,064238800886034E+01;2,698020424221101E+00;5,911996549883632E+01;2,805265860063060E+00;5,777263216511835E+01;2,822945025045476E+00;5,651835662720720E+01;2,815140973233687E+00;5,554077210471898E+01;2,740651577378526E+00;5,490273171276655E+01;2,610752069507298E+00;5,438898890076314E+01;2,431151479624379E+00;5,380406466467279E+01;2,211634756108969E+00;5,361573180410918E+01;2,001576394954788E+00;5,298485948087793E+01;1,770301981583985E+00;5,189541614115354E+01;1,567320825880917E+00;5,058791293012440E+01;1,356714085997334E+00;4,915680271802797E+01;1,311359369236343E+00;4,687877057296901E+01;1,045497537962957E+00;4,434694588055186E+01;6,924550315593434E-01;4,232607764809350E+01;4,236779251694115E-01;3,929471037147784E+01;1,157685136390200E-01;3,677995715892840E+01;-1,823824740896439E-01;3,366154870011262E+01;-4,602718640260886E-01;2,995750032428423E+01;-7,350641529022777E-01;2,673977586516713E+01;-1,026381579820078E+00;2,317529003820701E+01;-1,301117885868459E+00;1,939083214669526E+01;-1,535219554072373E+00;1,513882755888508E+01;-1,858987865945477E+00;1,038894523950799E+01;-2,367364812590261E+00;1,907523163171123E+00;-2,609252887351143E+00;-2,093500866412851E+00;-2,786127617037012E+00;-5,363457020089243E+00;
5,000000000000000E+07;-2,314953337484607E+00;-2,673248289715972E+01;1,861004165122062E-01;5,746659006543963E+01;7,522787248197476E-01;5,689947879714876E+01;1,322609688116749E+00;5,597321556857906E+01;1,767652926998821E+00;5,477854329423322E+01;2,166503308006513E+00;5,339629574908388E+01;2,526989591892426E+00;5,188563824471812E+01;2,832543514674279E+00;5,041357150309985E+01;3,141135689028884E+00;4,836482214066854E+01;3,342067623104963E+00;4,662596525562921E+01;3,495083474024455E+00;4,501644741846840E+01;3,568184081215984E+00;4,385326970266160E+01;3,576306228614395E+00;4,252270810128913E+01;3,547954082241803E+00;4,124622475872576E+01;3,458667597917305E+00;4,086575365552427E+01;3,311324425012925E+00;3,998792829055069E+01;3,118675108437858E+00;3,928367320413392E+01;2,923421170202113E+00;3,874537174928205E+01;2,699759318237265E+00;3,774568506063716E+01;2,429033180720575E+00;3,634421143861734E+01;2,223026127243283E+00;3,485639789542919E+01;1,980266993051625E+00;3,292505134868657E+01;1,903832453655125E+00;3,011393914512759E+01;1,634326911213624E+00;2,724005535120591E+01;1,239313380265741E+00;2,472335105749392E+01;9,280185248471091E-01;2,161076570329351E+01;6,373450841538273E-01;1,873261128312296E+01;3,315418423193018E-01;1,526540544423071E+01;2,007902082451933E-02;1,112376120078743E+01;-2,732678695709174E-01;7,799302654706652E+00;-5,496616210642233E-01;3,927599140844512E+00;-8,225194039397320E-01;-3,203659716058647E-01;-1,041330683362583E+00;-4,795753884589231E+00;-1,397067017904423E+00;-9,939692909026769E+00;-1,955973317778218E+00;-1,880569672152651E+01;-2,233546257947765E+00;-2,329493090727606E+01;-2,385689604756084E+00;-2,675411214809364E+01;
5,200000000000000E+07;-1,959386490410752E+00;-4,656404737293673E+01;1,130189435399410E+00;4,321180718515617E+01;1,724718426357444E+00;4,264554230334215E+01;2,232775600451836E+00;4,179004307669473E+01;2,682643769173541E+00;4,064730662541626E+01;3,076279269376341E+00;3,948405271105580E+01;3,426327989422604E+00;3,828407663895630E+01;3,726786440469361E+00;3,686657709927124E+01;3,951764655613827E+00;3,485861955475675E+01;4,130523263422385E+00;3,334287044174928E+01;4,259945214637479E+00;3,182110385330673E+01;4,318473309088778E+00;3,045793775153158E+01;4,299228885078528E+00;2,930654552832356E+01;4,250486686147796E+00;2,826206941668618E+01;4,165136426495058E+00;2,733920985047364E+01;4,006077228467707E+00;2,637661888896683E+01;3,787725219552786E+00;2,550282437106156E+01;3,596775361805628E+00;2,464039391626315E+01;3,358024332917641E+00;2,347154414556677E+01;3,099967737303691E+00;2,167125863520648E+01;2,850999403997770E+00;1,969753187780800E+01;2,613280172930087E+00;1,765678627455025E+01;2,478778566597828E+00;1,452744817927859E+01;2,208713903053280E+00;1,137464028805107E+01;1,805810538042921E+00;8,815960589777671E+00;1,488777828386885E+00;5,217210553038504E+00;1,199657884696111E+00;2,190139940015889E+00;8,488109752124545E-01;-1,855425514887930E+00;5,185855141583424E-01;-6,126114891999578E+00;2,441699108798964E-01;-9,709811467230399E+00;-7,828342107902883E-02;-1,406251642713654E+01;-3,829033793057704E-01;-1,863229451276930E+01;-6,433062847600640E-01;-2,377966967737074E+01;-9,590831992988190E-01;-2,891549822078768E+01;-1,547799845424111E+00;-3,821700578503820E+01;-1,854462452220873E+00;-4,295589992288770E+01;-2,032103072575900E+00;-4,676080226861625E+01;
5,400000000000000E+07;-1,568558189354957E+00;-6,675988678670512E+01;2,251331291269953E+00;2,868385228809422E+01;2,804761691606730E+00;2,796655542037456E+01;3,333223994658600E+00;2,734790570063400E+01;3,755252280841515E+00;2,620131434324265E+01;4,127233243994798E+00;2,519625946347621E+01;4,473489811983452E+00;2,392807317997829E+01;4,716694370824034E+00;2,280229454709163E+01;4,900059331633634E+00;2,089330692241701E+01;5,024432939804816E+00;1,961156443570284E+01;5,153449264624427E+00;1,808918897657054E+01;5,168390455022628E+00;1,698112805686291E+01;5,137279610051410E+00;1,560397576332502E+01;5,066441883056706E+00;1,457203077335852E+01;4,944584890687033E+00;1,347117630490454E+01;4,790566722906627E+00;1,218277774535612E+01;4,558664626916297E+00;1,104128843967815E+01;4,367222263932850E+00;9,925632731795197E+00;4,130909480676022E+00;8,483539380024290E+00;3,834988159909784E+00;6,653528875379874E+00;3,595526536900358E+00;4,301454643375556E+00;3,318477482862861E+00;2,048332885080499E+00;3,167539311609535E+00;-1,442739790248017E+00;2,901028503640866E+00;-4,946969443946498E+00;2,484404031547028E+00;-7,707194424112863E+00;2,138693707573422E+00;-1,130616405482021E+01;1,779123274082210E+00;-1,495437488210214E+01;1,454588571062889E+00;-1,907628614131048E+01;1,126930819185735E+00;-2,380654357176534E+01;8,110381350164801E-01;-2,767884928385596E+01;4,557258008713573E-01;-3,221673075336344E+01;1,484590778362723E-01;-3,694042416661759E+01;-1,610238635998126E-01;-4,240397403136689E+01;-5,449609674747212E-01;-4,791575417436127E+01;-1,080450864756306E+00;-5,764376232310137E+01;-1,455936352554683E+00;-6,244527136819439E+01;-1,674779758639331E+00;-6,659912900553414E+01;
5,600000000000000E+07;-1,275038445192948E+00;-8,573713134605947E+01;3,324262392417013E+00;1,310847829380556E+01;3,829199165589059E+00;1,254168742819156E+01;4,336194291528380E+00;1,207659586777341E+01;4,728873470937502E+00;1,093846448229133E+01;5,076109500602124E+00;9,980982723603997E+00;5,381222248599285E+00;8,884366583410067E+00;5,605921149587910E+00;7,833195231533926E+00;5,773999597161907E+00;6,323016275712838E+00;5,865901451217669E+00;5,034340600539458E+00;5,925863518328333E+00;3,702802230901760E+00;5,953746898066314E+00;2,514306461047149E+00;5,854926440689643E+00;1,196071560020427E+00;5,768752581080735E+00;6,916828226158155E-03;5,647503470273698E+00;-1,088939055193123E+00;5,475715767156117E+00;-2,469498631988727E+00;5,231668266650313E+00;-3,681043852237226E+00;5,034224351759628E+00;-5,107536313489878E+00;4,790338818759138E+00;-6,875297183533550E+00;4,477023425395282E+00;-9,220946667718845E+00;4,198379150458837E+00;-1,169750589775715E+01;3,925592742181464E+00;-1,425135638751768E+01;3,764030803463301E+00;-1,782114309348377E+01;3,459359563431735E+00;-2,190555702498290E+01;3,035294792529216E+00;-2,495924906022041E+01;2,686162501464135E+00;-2,885188089480094E+01;2,333427952007902E+00;-3,257795325804201E+01;1,965691157066661E+00;-3,689470937558369E+01;1,584322785407010E+00;-4,172222926965221E+01;1,276168629435283E+00;-4,604389356662485E+01;9,365296346148728E-01;-5,071496781713625E+01;6,043932451024652E-01;-5,556454840773549E+01;2,271701868695958E-01;-6,087925231618202E+01;-1,856780841598168E-01;-6,683185163205174E+01;-8,195121485838586E-01;-7,660292464892454E+01;-1,161410022317912E+00;-8,180792329494032E+01;-1,371744596546960E+00;-8,592189113112811E+01;
