freq[Hz];db:Mem2[Trc1]_S21;db:Mem3[Trc1]_S21;db:Mem4[Trc1]_S21;db:Mem5[Trc1]_S21;db:Mem6[Trc1]_S21;db:Mem7[Trc1]_S21;db:Mem8[Trc1]_S21;db:Mem9[Trc1]_S21;db:Mem10[Trc1]_S21;db:Mem11[Trc1]_S21;db:Mem12[Trc1]_S21;db:Mem13[Trc1]_S21;db:Mem14[Trc1]_S21;db:Mem15[Trc1]_S21;db:Mem16[Trc1]_S21;db:Mem17[Trc1]_S21;db:Mem18[Trc1]_S21;db:Mem19[Trc1]_S21;db:Mem20[Trc1]_S21;db:Mem21[Trc1]_S21;db:Mem22[Trc1]_S21;db:Mem23[Trc1]_S21;db:Mem24[Trc1]_S21;db:Mem25[Trc1]_S21;db:Mem26[Trc1]_S21;db:Mem27[Trc1]_S21;db:Mem28[Trc1]_S21;db:Mem29[Trc1]_S21;db:Mem30[Trc1]_S21;db:Mem31[Trc1]_S21;db:Mem32[Trc1]_S21;db:Mem33[Trc1]_S21;db:Mem34[Trc1]_S21;db:Mem35[Trc1]_S21;db:Mem36[Trc1]_S21;db:Mem37[Trc1]_S21;max [dB]
80000000,0;-6,068138606463926;-6,124798076509592;-6,209222405158078;-6,33407476390794;-6,484242459743472;-6,778237711968219;-6,872457520783682;-7,063800977879175;-7,3215317279018;-7,473797120073892;-7,714266766263147;-7,959480038113709;-8,30357544512767;-8,571235486888556;-8,806348010465832;-9,04973986498733;-9,425253127352596;-9,968725841958515;-10,44348652790968;-10,70027748238475;-11,54159038179826;-11,87890054993141;-12,76534896532164;-13,44362896190273;-13,16408179646388;-13,76577805555269;-13,99267828273535;-14,48031028220799;-14,67143066532737;-15,00179650788321;-15,18316114197271;-15,65151763510957;-15,59490587259697;-15,96515125864599;-16,12816942604414;-16,68676008270355;-6,068138606463926
82000000,0;-4,953685738085665;-5,057459112962488;-5,144807031196006;-5,31920179540397;-5,520927327825046;-5,798262250647982;-5,916339987177615;-6,154967128257125;-6,452721584885478;-6,526203222564337;-6,727649338211124;-6,876862122761126;-7,220786981226412;-7,53160613183407;-7,747816353566057;-7,962224575156704;-8,323189943319322;-8,915804524485711;-9,44265904747174;-9,771690530267467;-10,41271705047797;-10,71702498701988;-11,57400397317156;-12,08267746218578;-11,73917092665108;-12,18821882168782;-12,33633161033073;-12,74641681653583;-12,83799980247485;-13,14182612314051;-13,2205689058022;-13,49203669005678;-13,5855274007419;-13,91634633599363;-14,06161255242569;-14,48864471981659;-4,953685738085665
84000000,0;-3,799412479914431;-3,86141413658324;-4,053618050422527;-4,181699548772418;-4,409533576948947;-4,674593678553226;-4,793365703987026;-4,981057839144806;-5,290839977620828;-5,319084543220107;-5,475144902398174;-5,57136936451564;-5,861530165112093;-6,206885407975326;-6,431514173070179;-6,662842454960279;-7,010632250645566;-7,61347664067479;-8,15633814784154;-8,578989446273624;-9,006464631400773;-9,326574310938074;-10,03344950802649;-10,45360268991099;-9,99728225707905;-10,41111761768945;-10,54953492858604;-10,84699188555238;-10,7748644715814;-11,12745208426271;-11,28840635131841;-11,52139649163474;-11,77720946574774;-11,92802313281736;-12,27736684971476;-12,69271508092076;-3,799412479914431
86000000,0;-2,622503886964296;-2,684875049877267;-2,937669970175649;-3,022335974275722;-3,270053243268152;-3,414609052161706;-3,53133544327078;-3,701691012740617;-3,97896576891466;-3,910159440210702;-3,983021084739928;-4,153410691015451;-4,34300714359274;-4,679131209983437;-4,867860090260272;-5,168348958437869;-5,604904654457287;-6,158021200907004;-6,663108379995494;-7,195499222180446;-7,353060242576141;-7,616102662444183;-8,178151900101847;-8,529816074951423;-8,111558297679021;-8,325471094780918;-8,404169078395652;-8,637810245306056;-8,725292160614938;-8,9143639038169;-9,102191905698756;-9,353502550723093;-9,586061620949605;-9,951172028140695;-10,35218754066335;-10,67647664703617;-2,622503886964296
88000000,0;-1,640514822397174;-1,723246610302122;-1,993131626142167;-2,058498898846267;-2,304890079422958;-2,314718566094051;-2,410193222416334;-2,547186571024808;-2,711410317744052;-2,624997357856005;-2,667965511826335;-2,879152722052341;-2,949472946772056;-3,491508239602992;-3,609200294530137;-4,046447433102584;-4,468840431917774;-4,971593001743862;-5,451100052387964;-5,992708564036146;-6,003369477427595;-6,175171880085654;-6,525741080430167;-6,736641252801546;-6,327843114997708;-6,381402034854842;-6,553241402328991;-6,830904182083238;-6,824064611497953;-7,058548665703316;-7,339833834887921;-7,667217968916946;-7,998914305858121;-8,29207059593999;-8,787346498124279;-9,087265094072695;-1,640514822397174
90000000,0;-0,7727951560328511;-0,8073089102476636;-1,074391616265118;-1,086904838078821;-1,280527544725072;-1,208114617991416;-1,283475837699719;-1,313225412690285;-1,355260892563052;-1,272221381468287;-1,285084919766231;-1,605799927903317;-1,597190440255795;-2,071143276492716;-2,361383752463721;-2,789862327021155;-3,237559158331032;-3,65237493786636;-4,078304911941524;-4,595036438177572;-4,367099953330887;-4,419740418230894;-4,672626605380406;-4,829893011307357;-4,409523571610443;-4,476300182797145;-4,623852368842966;-4,826486764104089;-4,99487027264957;-5,292113115540094;-5,626280156572784;-5,959388445330243;-6,475323157080425;-6,698574462096909;-7,28355646191506;-7,543119701277185;-0,7727951560328511
92000000,0;0,3444661983843666;-0,0690958109726108;-0,0685736530325509;0,086925991806062;-0,3993025406569816;-0,5822996235629208;-0,5532956704079178;-0,3473171228733254;0,3965556185215749;-0,1037049640383646;0,1329030801752817;-0,5601054961941561;-1,161767969398228;-1,064710045494853;-1,879682951073611;-1,818288440367802;-1,719348361373573;-3,267759439722513;-3,57703181529544;-2,706020708801691;-3,36317860047544;-3,504711224719314;-3,439889870085748;-2,10661543192097;-1,740070918526571;-2,023268456679272;-3,462352087183281;-2,150845648736169;-2,655321573672904;-2,899299383777932;-4,725838195794235;-5,399021729128163;-5,980521236765439;-4,385678518665733;-5,47187590440349;-6,070877348220696;0,3965556185215749
94000000,0;0,4245377340693046;0,374442802607711;0,2012624918654404;0,2246095946890748;0,1766970967031189;0,3964778912183933;0,3347436366226766;0,4453232140768956;0,5328381690087911;0,4376695249791208;0,312415059079807;-0,08325849053317942;-0,1715096648917262;-0,6691960467096196;-0,9243398788776906;-1,351593820667329;-1,687965314618536;-1,838380060559875;-2,015068677048263;-2,45978254311237;-1,734282108807936;-1,608310170922721;-1,608604568252675;-1,716603824693119;-1,491403460983203;-1,547719830597194;-1,950132205036575;-2,18943635964256;-2,53670875124627;-2,870325550735275;-3,418136079247279;-3,662164388810416;-3,994449873341546;-4,240411717538606;-4,493208536201904;-4,598372655694382;0,5328381690087911
96000000,0;0,6693864085593786;0,6532929079576889;0,5181945004780109;0,563200399189867;0,5479687188085074;0,8072254849294189;0,7190507162710145;0,8004812966688913;0,8353301230228178;0,6589534430754238;0,4355323630551637;0,00392144454392276;-0,1019508387498252;-0,4857493525960505;-0,6958597567208418;-1,034436172244613;-1,228327516777025;-1,252233599541091;-1,32985669657143;-1,616480756867686;-0,7735082997342702;-0,6041184245214083;-0,5765458824350075;-0,6604705147557576;-0,6776256153645227;-0,7722294773968761;-1,387924376249166;-1,664160960973718;-2,108919867113133;-2,473707732944125;-3,019609987008018;-3,229845491428288;-3,522313432157741;-3,622975810383951;-3,859045337830178;-3,864486695328018;0,8353301230228178
98000000,0;0,9104668192931143;0,8681229138325508;0,8207516321267178;0,7529401582214554;0,8035494020682677;0,9090507684171472;0,7904537509606215;0,8265800720672576;0,779184477567531;0,4852404986131441;0,2039542690624472;-0,2221816591245035;-0,3304964295876231;-0,4992951160653982;-0,677776833959918;-0,8815432108659143;-0,9706483883044845;-0,8351434097635007;-0,789268103397553;-1,047150287444368;-0,07994784295429781;0,09245693662712647;0,01903363121354354;-0,1070631220937671;-0,2410386827042435;-0,4187808077657308;-1,016759815696486;-1,301631504750949;-1,778979867090102;-2,072187493217168;-2,510180420053282;-2,638885497061564;-2,953189665678448;-2,981333278716674;-3,208206065167915;-3,158073838140957;0,9104668192931143
100000000,0;0,964584848247355;0,9411856208412341;0,8760910985411103;0,7811436411154884;0,8189093901899553;0,7845713974368751;0,6338656249550136;0,5726117679274739;0,4835713630843802;0,07162078442383425;-0,1694863606364503;-0,4471235913808083;-0,5185148452067813;-0,5531291026890396;-0,62289907366055;-0,7442028806031449;-0,7228123514704117;-0,4808563750190502;-0,3540422028346041;-0,5742929915181646;0,3561461321179886;0,5231614162987;0,2972270377207302;0,1424209797583087;-0,1466771721434837;-0,3634998071278471;-0,9394770302310153;-1,222528075158966;-1,674672582581589;-1,845453057389984;-2,179678716288981;-2,281683958343204;-2,548180518025612;-2,455446736836682;-2,731296694275536;-2,722990422879417;0,964584848247355
102000000,0;0,8690000520729373;0,8163276585627833;0,7842277021524988;0,6314461842139387;0,6247374595702592;0,4978467225666532;0,2596346091343371;0,1342075328802659;-0,05367942812583951;-0,4966381439558063;-0,7152033792022738;-0,8423989045050098;-0,7638889112263212;-0,7579369249444333;-0,7011695492092251;-0,7064802716429814;-0,588283946158395;-0,3226427036010383;-0,1429013359079904;-0,3596959145370185;0,5611638347966416;0,6471251415891079;0,2623596030082657;0,04599417294672202;-0,3233346459787833;-0,5273252439357158;-1,105271807627724;-1,332559600792378;-1,704620190519043;-1,858063140944143;-2,092090419290147;-2,195579978961776;-2,415618972467376;-2,429950502845174;-2,646337203969614;-2,703644575735254;0,8690000520729373
104000000,0;0,722789722104278;0,6244220584831655;0,6026328659356751;0,3622530364359706;0,3302494129943159;0,04273334638756441;-0,2428358426585447;-0,4650836265465727;-0,6898842440569259;-1,123832428040427;-1,245985477843105;-1,195145793934157;-1,13348804234391;-0,9107930582600643;-0,8174437466864414;-0,7331098936135766;-0,5579674560182228;-0,283452438931016;-0,0544197567727351;-0,229642959496615;0,6228445208806942;0,5745823295102891;0,1152679584811134;-0,1325551803787845;-0,5498338296978675;-0,7390266687798929;-1,295702536722701;-1,483501849272632;-1,857432723310838;-1,977608450358485;-2,186609777865281;-2,221399849571796;-2,519093460973603;-2,538441534754648;-2,891320967844687;-2,977652676379092;0,722789722104278
106000000,0;0,5901639224128529;0,1541366505978816;0,5224017469878429;0,1232913724336212;0,1545065070862348;-0,8357160912836727;-0,5838446927485766;-0,8736909724659871;-1,776296542949153;-1,368349506810773;-1,48014953998791;-1,083307902552827;-1,553192416403825;-0,9322037856576464;-0,6820323867449607;-0,8659330321849275;-0,3842492769023149;-0,3824850758445411;-0,05549325255805922;-0,264690090657089;0,41318428764875;0,4259412668793217;-0,2121377493146131;-0,5301838084964822;-1,240830952012026;-1,046590763146549;-1,60476836123941;-1,954816780408086;-2,232049750345542;-2,304542927448301;-2,577612071539685;-2,530605009938877;-2,881169370324889;-2,945415099734871;-3,285005232164238;-3,374847816697878;0,5901639224128529
108000000,0;0,2939437840762516;0,1427317540354365;0,06473718090838979;-0,32302864810507;-0,4048967323959865;-0,9721310665718232;-1,354127916289552;-1,753256445120808;-1,884018440676712;-2,109632530354789;-1,938907467478483;-1,524966297825361;-1,392202832125816;-1,055780326953535;-0,8645045007436604;-0,6407816368794784;-0,3956074185292557;-0,168187310899415;0,08146363794477723;-0,03772901662315398;0,437609089408653;0,1974549646894099;-0,4669392301268172;-0,7050472577205623;-1,074444780107703;-1,217192010386006;-1,669327926572124;-1,838434149208021;-2,13866058304735;-2,227805802600047;-2,516067449405076;-2,611383656651407;-2,963121858715396;-3,188586024129125;-3,639003287887768;-3,815975640934378;0,437609089408653
110000000,0;0,003673314963741327;-0,2026817304467089;-0,3227869163464259;-0,8120866107961731;-0,9777894761328842;-1,682379913369572;-2,152396294212178;-2,524395791268795;-2,596892150798338;-2,566298319171215;-2,276808391911784;-1,753939003451651;-1,647511842205019;-1,244052524143794;-1,017895038389499;-0,7022450912271796;-0,4551244202812793;-0,2957893096645626;-0,04393723190098658;-0,1010873107317996;0,2211464323255577;-0,11105046777379;-0,7783966767998032;-0,9495144258788762;-1,247810546668309;-1,33917214449681;-1,764950386896647;-1,878607819940234;-2,182954879428092;-2,301668133595252;-2,571727782261224;-2,781326322359525;-3,20284680492462;-3,494871345100263;-3,999665391046348;-4,217466377645881;0,2211464323255577
112000000,0;-0,3586332675942436;-0,6102785328033029;-0,7830725954091153;-1,308410471235205;-1,568798071202919;-2,381121448845887;-2,804256750828837;-3,055824278552587;-3,01633318398871;-2,725848025150818;-2,346867448091006;-1,813336331000155;-1,655018315239557;-1,261991971117884;-1,030642123903498;-0,6644996245660104;-0,4223539653647809;-0,2896009406232132;-0,1177005792034735;-0,1379067032096261;-0,1060212985769588;-0,5217856431241115;-1,236717420379201;-1,371739635814179;-1,648212936876073;-1,700437639072875;-2,145438297562919;-2,210549867550183;-2,593126106843686;-2,718970849212697;-3,099751098965204;-3,303254633902787;-3,796745174938563;-4,024449967214857;-4,550685210694649;-4,73641472541548;-0,1060212985769588
114000000,0;-0,7805766528259506;-1,048180845778484;-1,305979543722373;-1,875276702141748;-2,220582663647552;-3,140484149436476;-3,485869295858665;-3,614790993866746;-3,445460520171605;-2,977585293628553;-2,502816087494322;-1,89539328985328;-1,677529323715686;-1,383322425451616;-1,097148702096706;-0,6981794509197016;-0,4434591566899705;-0,3780892963402252;-0,2514250355654393;-0,2151093573636416;-0,477340165709865;-0,883108369077642;-1,590747890466556;-1,642552358175074;-1,887018195222319;-1,976036882921879;-2,353212747508138;-2,458304850374502;-2,890800672419542;-3,04326152758297;-3,448164381623026;-3,749248527151734;-4,221524825502913;-4,579428307638956;-5,072039094704907;-5,301870933500155;-0,2151093573636416
116000000,0;-1,355248622475033;-1,609793611191035;-1,989434297584295;-2,476140271207761;-2,922430799645541;-3,906859924493873;-4,033671847132154;-3,916524897895998;-3,541949722335;-2,878212598643052;-2,353705705171067;-1,944439811880879;-1,57463558992744;-1,405223182878144;-1,080646446737038;-0,6359502401203527;-0,4759489711432202;-0,3935922065690701;-0,4056977743033186;-0,303131544934222;-0,9163469485309406;-1,377569322150109;-2,078538844847988;-1,982445549261047;-2,30710977488341;-2,385828343251549;-2,634868269747898;-2,803101193709149;-3,180804155136179;-3,648367883966962;-3,940066068628592;-4,313623480889952;-4,756392446437756;-5,100379794138805;-5,492612165407352;-5,444643845261757;-0,303131544934222
118000000,0;-1,825748010141514;-2,172431527355063;-2,409121591766463;-3,04972141067591;-3,614588114538133;-4,216526217485338;-4,213849674253699;-4,066959913940325;-3,618193905447791;-2,819512987218005;-2,201325837642471;-1,793889376429799;-1,53249862587383;-1,25365032206079;-0,9022448888870627;-0,6386567689895248;-0,4001502831284485;-0,2525381481458558;-0,290449598748514;-0,4940662563100101;-0,986893383344336;-1,764722760898165;-2,044546900422142;-2,162902874748481;-2,282050896634152;-2,766993905770009;-2,771599182542461;-3,313560902782469;-3,960204892847252;-3,744750718249774;-4,560910558434872;-4,892212882286554;-4,977869702377603;-5,889171357491607;-5,598927751580516;-6,277708382764403;-0,2525381481458558
120000000,0;-2,397758994168578;-2,696952305652704;-3,160504569294956;-3,633983740645089;-4,227584296755734;-4,688187737908283;-4,498508108120015;-4,03250982648222;-3,662926976234675;-2,843552617898808;-2,308176147917711;-1,857305530551096;-1,502243199683534;-1,26554980556756;-0,8977165766907118;-0,4969002110183771;-0,2608775711924812;-0,3444116923488261;-0,4052522799030812;-0,4082670032926906;-1,425980614716811;-1,870608972713011;-2,4615877917709;-2,59503688244591;-2,606256427632822;-2,82477864157901;-3,149753261251301;-3,47926715183754;-3,944037725539447;-4,270204733036119;-4,632846150682839;-5,088977184365618;-5,465842057434029;-5,692553350394515;-5,998919468118114;-6,165711892381633;-0,2608775711924812
122000000,0;-3,028760853956292;-3,269119534512021;-3,72517979843988;-4,103794443917176;-4,728860137051379;-4,873926181727988;-4,566407145857192;-4,064296404208789;-3,605155446734036;-2,829876073097395;-2,292560595322207;-1,931541271393741;-1,514396353235572;-1,217263739241657;-0,804721519693759;-0,4455357113578393;-0,2382633488968758;-0,384176492137015;-0,5496865781775496;-0,587905016327013;-1,876285996431365;-2,309271844536593;-2,901583254943934;-3,119334099856844;-3,03231315051447;-3,312540110435089;-3,587990697368592;-3,950550798204764;-4,275530245784825;-4,604031621578202;-4,987459076396835;-5,341253294374226;-5,591650331268658;-5,940192076232123;-6,261014034036393;-6,378307163012255;-0,2382633488968758
124000000,0;-3,600289301400277;-3,707519968916273;-4,127178565620621;-4,431847945500746;-5,030202967387093;-4,989986520990087;-4,698203888704022;-4,139344673644036;-3,699077570391473;-2,997980682432354;-2,459475883711989;-2,113960440355566;-1,621241848074148;-1,386803677895547;-0,9545563198738872;-0,577574491690838;-0,4973767207383988;-0,8251097137790282;-1,140843986759341;-1,153526673411559;-2,672785320385129;-3,075775176550531;-3,665885957729598;-3,938037961021299;-3,860411938754166;-4,0514917007448;-4,443496934362588;-4,815220415291137;-5,081671130439769;-5,453610519147158;-5,823359566950947;-6,138806508496644;-6,352742638689733;-6,657860186429586;-6,939091126988425;-7,076805243545461;-0,4973767207383988
126000000,0;-3,874376304745564;-3,960193289123903;-4,518401581756449;-4,854828635924521;-5,634963832387757;-5,438611200646696;-5,132825442448868;-4,566122563804004;-4,063000053313457;-3,320162677404998;-2,813721065288476;-2,467890039960097;-1,888756643154948;-1,715223078768136;-1,307538364856501;-1,050928786468997;-1,109380100292046;-1,538585419069906;-1,949971632207913;-2,013190276566666;-3,549736787525353;-3,908282585812702;-4,467707092286538;-4,765637805601425;-4,673925561181292;-4,867133830469599;-5,328133426643537;-5,647297161297457;-6,087455931360209;-6,429583274203729;-6,795304472456317;-7,089908092304652;-7,271783634615394;-7,528276556271266;-7,671856922167571;-7,8233653144892;-1,050928786468997
128000000,0;-4,328412443223132;-4,443295059450529;-5,269721131720089;-5,639192235472922;-6,406345741250781;-5,861494941221682;-5,434480381496903;-4,840644619503929;-4,203710936312726;-3,521495876083276;-2,966093303979833;-2,634800534537644;-1,950988974593848;-1,828307943692921;-1,497640685791773;-1,385851010959707;-1,555070055747348;-1,938135706819741;-2,418482165385162;-2,591547559287353;-4,254004446329466;-4,536316016337222;-5,091935471117864;-5,424702098635344;-5,513500288852975;-5,612325818955338;-6,142256416515657;-6,558366533106512;-6,936408471069422;-7,358555123475838;-7,730515444786883;-7,978666009492193;-8,093751127825895;-8,26041651484832;-8,359586658778424;-8,577272317898627;-1,385851010959707
130000000,0;-4,80588581798142;-4,968493636929668;-5,935749603740562;-6,286540514061087;-6,90861519709718;-6,110595359901123;-5,675567648620349;-4,960826846818722;-4,224133769013275;-3,635996416797671;-3,060535953220401;-2,76530775097054;-2,026134337810603;-1,895924750702959;-1,609252701486993;-1,691012011462764;-1,951893744697748;-2,265020233258224;-2,774239732480082;-3,038820976856937;-4,70927803672684;-4,934840814946431;-5,581369931511231;-5,979757043591815;-6,097522878170593;-6,334666993646692;-6,994645051080123;-7,361594814318146;-8,05862212943561;-8,363638374824273;-8,747072300341506;-9,053119280003566;-9,099949602853176;-9,229034176561127;-9,318707722717756;-9,45949020489072;-1,609252701486993
132000000,0;-5,405424005872403;-5,702490352124188;-6,755802023961283;-7,199942116493911;-7,59958220945231;-6,67295820388865;-6,175895457889911;-5,369929452238685;-4,582999214171429;-3,990275419644318;-3,401898380017046;-3,00599664505989;-2,357913545516664;-2,214136108993987;-2,041109896861819;-2,271584420138814;-2,642217081356146;-2,904001332420661;-3,437850852617026;-3,821736967998083;-5,339662658495462;-5,574545087361919;-6,204712166706448;-6,699486673924842;-6,724449867708207;-7,082779246872679;-7,615326690064453;-8,162027378143003;-8,65460928031481;-9,051576360187168;-9,362962562274548;-9,77633437623205;-9,776512680286155;-10,07913243508789;-10,30774659763454;-10,52105793456837;-2,041109896861819
134000000,0;-6,012907556225234;-6,42937249497738;-7,574415552003276;-8,093575134850116;-8,078376325340589;-7,157682282067533;-6,539201289986972;-5,665235026322692;-4,829110889225635;-4,285582220044447;-3,668332125684757;-3,194864748538855;-2,664758258074249;-2,561077248878987;-2,539805627293197;-2,915035886034596;-3,386979319126597;-3,633321390777651;-4,177953821615722;-4,597253024828528;-6,094652829346349;-6,154396079636247;-6,925451613640683;-7,448844707961506;-7,50624901113078;-7,97576362832535;-8,465892117147076;-8,975103138470683;-9,463577723123889;-9,869021182436747;-10,10957741432058;-10,42589559766181;-10,66933515391341;-10,93313924322108;-11,19537643259184;-11,52978639938321;-2,539805627293197
136000000,0;-6,582978198580813;-7,172419303879312;-8,233150684220362;-8,783615545504496;-8,426274141980262;-7,578739697554829;-6,765511493128132;-5,810846805039135;-4,970294553434212;-4,463796580918691;-3,820880993298677;-3,377469454579536;-2,878782042141473;-2,822564159054105;-2,970720101668274;-3,473117322827241;-3,985177624344167;-4,247448962951196;-4,777701508705018;-5,29692450256044;-6,55082837796737;-6,704427438324426;-7,484778292401514;-8,090300262935358;-8,362976943523897;-8,89058166899871;-9,418303262480284;-9,973053970453217;-10,27093837422499;-10,86573659442261;-11,11106019814279;-11,3363493097542;-11,54627661426818;-11,93070447025251;-12,18297449019195;-12,59023227203285;-2,822564159054105
138000000,0;-7,362328832946875;-8,158286999509599;-9,12857560415002;-9,651198829151346;-8,887030474597127;-8,118275426509511;-7,162466963517131;-6,152363839397237;-5,24873698491192;-4,750334546441079;-4,137191175122604;-3,623915190461134;-3,405606865462557;-3,35913861020664;-3,657013587193265;-4,221668787410077;-4,779047805229908;-5,069763038411795;-5,643865223256348;-6,034822917676895;-7,22787743121533;-7,40940660995241;-8,248729710427599;-8,90828904298566;-9,368855525428389;-9,744518234132851;-10,35882212021582;-10,89084697314276;-11,06443753204016;-11,52652016493543;-11,63086983941095;-11,99102389095214;-12,27953788821636;-12,75255923560316;-13,17059921680553;-13,54432658293548;-3,35913861020664
140000000,0;-8,154386473900137;-9,06957556672934;-9,773387729604309;-10,22504084218602;-9,077174161312968;-8,402725452274572;-7,397536914294093;-6,370632693783058;-5,477839652179364;-4,986100935694018;-4,373718591406346;-3,882238556878912;-3,845419374703137;-3,893237602194228;-4,201705649756467;-4,908386549395228;-5,367639373094444;-5,826444969163569;-6,309014816622579;-6,805013410206456;-7,755049176149179;-7,94798067564545;-8,963749916163904;-9,591240205291353;-10,15147532865232;-10,77156623213401;-11,25459931737017;-11,72576592737718;-11,92879362917306;-12,42409134436401;-12,43737193769796;-12,9593876456939;-13,24271569526187;-13,81559840947419;-14,35375516039675;-14,87805074262493;-3,845419374703137
142000000,0;-8,93564462568502;-9,962406487197132;-10,45467857778492;-10,69492473966433;-9,383251915923902;-8,76565658563829;-7,644690815150246;-6,651668940207731;-5,757349935819935;-5,288200706570531;-4,699128289836366;-4,403523687154605;-4,437949351972567;-4,629587048845425;-4,915951010702755;-5,603523040177663;-6,205854943936037;-6,612591185734424;-7,037145447669772;-7,519710954845904;-8,226648426505548;-8,476221583446108;-9,521486722193334;-10,37888019871539;-10,94871848534866;-11,70449464533372;-12,00314922748221;-12,56631089719526;-12,88061464239544;-13,14236642234972;-13,50817492409375;-13,94073953445126;-13,94995960504558;-15,00050850516183;-15,60387958095878;-15,96125297109022;-4,403523687154605
144000000,0;-9,769173629788945;-11,18119642740092;-11,09139291479981;-11,2090188747341;-9,67710816842489;-9,170112923968194;-8,052827510919483;-6,952060183678729;-6,103031793183421;-5,594161328276145;-5,08412900820634;-4,916584732835442;-5,134363947088124;-5,312099776910091;-5,634195375736503;-6,342395046388743;-6,869587639468228;-7,477526157111194;-7,873082202376795;-8,436917531499411;-8,745389356277776;-9,172425468843523;-10,2222072380705;-10,95914251427786;-11,41686585624545;-12,62529508671996;-12,93510159662174;-13,42656352481715;-13,41872871960284;-13,88914631017689;-14,01569244708156;-14,57915162224897;-15,14580839006322;-16,00464246731827;-16,39950847359971;-17,44769201619193;-4,916584732835442
146000000,0;-10,67207446708083;-11,85893857933205;-11,82319777836647;-11,53094223519667;-10,04441407814906;-9,34984389631525;-8,238843115971033;-7,273643510332416;-6,429431420839197;-5,969727440521716;-5,625747315086901;-5,53088558399042;-5,942284676706561;-6,088412908770607;-6,555010121861379;-7,191175954536646;-7,731805687791319;-8,321771083163101;-8,720861242455774;-9,24413845036936;-9,540464330884076;-9,87378533279199;-10,86307703222861;-11,79231292359929;-12,72991091431806;-13,34795031592899;-13,59618388710475;-13,99289078763029;-14,02913114671948;-14,71784717978365;-14,63947039516039;-15,24730688932614;-15,72420344769166;-16,55237689991372;-16,71068002728897;-17,38333991870982;-5,53088558399042
148000000,0;-11,67327685764315;-12,67973475070752;-12,32155791817547;-11,77783752816529;-10,39664688074433;-9,62920740200048;-8,494624221384731;-7,623506142934549;-6,836788750382522;-6,402601339753547;-6,213501937745302;-6,228882006341408;-6,624527979900864;-6,937400110737713;-7,356454365878649;-8,070861020000446;-8,414092580578185;-9,22214742827422;-9,441394758241605;-9,939215123967301;-10,20584165698826;-10,54180743823812;-11,85517422687436;-12,76282548545292;-13,47305238717441;-14,01585378261014;-14,5081678042435;-15,32992153298479;-15,0270986427394;-15,68706356435489;-15,74821322689374;-16,34002468412968;-16,77628453079461;-17,72233190241068;-18,24531181789441;-18,50209039686706;-6,213501937745302
150000000,0;-12,64629101163141;-13,42965765074771;-12,97031577355987;-12,11099388446411;-10,71403094198288;-9,826356085678349;-8,687112294139848;-7,842820951145715;-7,12732180489641;-6,805201421911763;-6,742912175260719;-6,900275580876583;-7,243754436820221;-7,703162784394579;-8,209214103564767;-8,829031716269123;-9,368613860735161;-9,990087494958475;-10,45667507589758;-10,91717239828933;-10,96129072235803;-11,43029483307707;-12,54303479618782;-13,39539391119094;-14,60065972292817;-15,21211351237116;-15,2868382792238;-15,89431509725515;-15,78552102529516;-16,14158839443049;-16,5921821939796;-17,62875590641461;-17,45893901363415;-18,39266292523259;-18,65864682176255;-19,10784571030989;-6,742912175260719
152000000,0;-13,40507906459606;-13,95364871220393;-13,47067888305369;-12,3920583403843;-11,10222472473608;-10,13052324219116;-9,07001102437358;-8,295912464443866;-7,668552369419656;-7,34720124790223;-7,468154300494008;-7,698137199304304;-8,064345629386787;-8,541258061147417;-9,265169657012837;-9,751147288755579;-10,25201113977568;-10,89971535402647;-11,27512871626425;-11,82896718984243;-11,77612456146558;-12,29757392311833;-13,42482401110763;-14,12136673051533;-15,51232780294564;-15,81176928265199;-15,90580281439325;-16,30348636551651;-16,56828635857991;-17,24294683341787;-17,42367794009653;-18,10001957655662;-18,35034347468354;-19,10980490625106;-19,30186489266551;-19,66574609770759;-7,34720124790223
154000000,0;-14,32873368009387;-14,55598504170333;-14,03721319575139;-12,76516537999758;-11,60367733074963;-10,51382438931283;-9,519051733857998;-8,759016506299202;-8,231910091027254;-8,008704538842204;-8,202095077543916;-8,441899469647616;-8,981158112810764;-9,509937143588397;-10,25500799225127;-10,74703131159122;-11,17326418809073;-11,85775216118648;-12,22025404610119;-12,64548950645393;-12,66934691188361;-13,1815322882873;-14,42105682409385;-14,93572481409262;-16,38424075374202;-16,79186261538163;-16,91696289498046;-17,20684263049822;-17,48309923030403;-18,05440170310763;-18,3221404842512;-18,84327151420776;-19,03522945492936;-19,80262848325943;-19,99511866288283;-20,29666579838795;-8,008704538842204
156000000,0;-14,86702538465585;-14,94075959929025;-14,40929724044058;-13,04071188152289;-11,92948070246035;-10,77980712237617;-9,815540593026931;-9,152698583661266;-8,73770586166822;-8,575394685606616;-8,823212778817526;-9,156289984075677;-9,672236075047769;-10,36273593366171;-11,1733435488044;-11,60710625230331;-12,12445863798688;-12,73635783895174;-13,11197760527066;-13,68976486438689;-13,46277755199363;-14,08199444177314;-15,14379270480457;-15,85713435764733;-17,05089386265147;-17,23812953870571;-17,2851603437671;-17,61053082952031;-18,07434244338098;-18,31745555592104;-18,64205753241076;-19,11025466348414;-19,4928661424645;-19,9098295845072;-20,20331104141405;-20,39532720486804;-8,575394685606616
