f [MHz]	U [dBuV]
1000,0	105,416324734688
1500,0	103,844049453735
2000,0	100,625214576721
2500,0	99,6858639717102
3000,0	97,7177848815918
3500,0	95,3738861083984
4000,0	93,0456275939941
4500,0	94,7562198638916
5000,0	92,6994695663452
5500,0	91,7795400619507
6000,0	91,6518249511719
6500,0	91,231559753418
7000,0	89,6723861694336
7500,0	87,9623031616211
8000,0	87,3006477355957
8500,0	87,6418609619141
9000,0	86,281702041626
9500,0	85,0003967285156
10000,0	81,256763458252
10500,0	85,0454921722412
11000,0	84,7114372253418
11500,0	82,2740669250488
12000,0	83,3796939849854
12500,0	82,0302848815918
13000,0	80,8855571746826
13500,0	78,2484073638916
14000,0	78,4123306274414
14500,0	79,4350929260254
15000,0	77,2712898254395
15500,0	76,8759422302246
16000,0	76,3585567474365
16500,0	74,7901496887207
17000,0	74,0446281433105
17500,0	72,9209175109863
18000,0	73,4941482543945
