f [MHz]	U [dBuV]
1000,0	72,8137245178223
1500,0	72,2632598876953
2000,0	69,5597534179688
2500,0	68,1617889404297
3000,0	65,6807403564453
3500,0	65,5959320068359
4000,0	62,5644302368164
4500,0	62,6739044189453
5000,0	60,3143692016602
5500,0	60,4095153808594
6000,0	58,9038543701172
6500,0	57,2632789611816
7000,0	56,2087211608887
7500,0	55,2713165283203
8000,0	54,2215232849121
8500,0	53,4967460632324
9000,0	52,6938514709473
9500,0	51,9270896911621
10000,0	51,0310516357422
10500,0	51,7556190490723
11000,0	51,2945404052734
11500,0	49,0661315917969
12000,0	49,9750442504883
12500,0	49,5447235107422
13000,0	49,0024185180664
13500,0	46,6774673461914
14000,0	45,5754699707031
14500,0	47,4237823486328
15000,0	45,5706787109375
15500,0	46,6262893676758
16000,0	46,0085754394531
16500,0	44,126091003418
17000,0	43,4670143127441
17500,0	40,0446624755859
18000,0	37,2668304443359
