f [MHz];U [DBUV
]
1,0;50,273571
2,0;50,222485
3,0;50,180775
4,0;50,189335
5,0;50,241116
6,0;50,130421
7,0;50,095901
8,0;50,132244
9,0;50,151840
10,0;50,162334
